"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,166600,147184,199599
"Dungeness_Kept","Expected_Catch",100846,100448,77859,137060
"Dungeness_Kept","Predictive_Catch",NA,100471,77789,137175
