"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",57362.7859,791.329978826141,15278.5620014236,33161.3,46282.25,55774,66552.25,90623.05,372.77752799232,1.00981937608775
"C_expected_sum",57360.4891499466,790.643883963529,15276.7313954369,33116.067310784,46266.4969109176,55831.2013937207,66546.8184653077,90803.7098485221,373.335298289093,1.00982440288665
"E_sum",89454.9180541748,848.998446060501,13727.5973675956,68913.4111797307,80206.37060187,87341.7743849681,96104.1209554859,122249.01487288,261.44195044695,1.01024769305327
"B1",0.29283988390093,0.00848660913554045,0.144840816785359,0.0147308661186993,0.191467782522007,0.293348158567664,0.393606570256649,0.575826980439306,291.281920553068,1.01332987700256
"B2",0.69150358259719,0.0235668014130871,0.372500494007892,-0.0134435723735137,0.432189402216586,0.691107561462543,0.940221760069545,1.45660377683024,249.834506398116,1.01365236518621
"B1_C_out",-0.102987806204326,0.00928680927766001,0.221083036568656,-0.530138740622468,-0.249041733207286,-0.103492191771707,0.0448874797295975,0.340918248712342,566.732069715766,1.01129677168988
