"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,165957,146140,201327
"Dungeness_Kept","Expected_Catch",100846,99839,76913,135005
"Dungeness_Kept","Predictive_Catch",NA,99832,76977,134902
