"fit","n_obs","beta_h","beta_h_se","beta_h_lo95","beta_h_hi95","assumed_beta_h","linearity_flag","effort_unit"
"shore_all_gear_Dungeness_Kept",1649,0.731463022609106,0.0334105626869164,0.665978319742749,0.796947725475462,1,TRUE,"gear-hours"
