"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,3,0.949699744367476,5.998,6,62.974,0.0663440316722938,1.0345688477909,FALSE
2,2000,15,0.924167902418772,5.9865,6,62.7525,0.0749855815602539,0.977309034206239,FALSE
3,2000,3,0.959541816178576,5.9985,6,62.9945,0.0577519165021785,0.964661721291588,FALSE
4,2000,1,0.943618579943798,5.999,6,62.9745,0.0677803814009325,0.978108071562308,FALSE
