"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.01773383052508,2.65529315841109,3.00553491979952,3.48142078823172,2336,1.0012
"mu_mu_C[1]",-0.729924096799683,-0.913601022630348,-0.731190467567084,-0.527702104244535,3461,1.0003
"sigma_eps_E",0.240624981323482,0.00898764775914544,0.19920225600229,0.715116132191941,1973,0.9999
"sigma_eps_C",0.102710159751349,0.00635718067052182,0.0839356322464067,0.306962069952648,2446,1.001
"phi_E",0.087401704964984,-0.715716827723087,0.0992685080030369,0.832077406360974,5930,0.9998
"phi_C",-0.0151732404489223,-0.807925655041975,-0.0130207255847738,0.794248162011721,5770,0.9998
"sigma_r_E",0.560926145265101,0.444703205556153,0.556052700257862,0.705691451322425,6512,1.0001
"sigma_r_C",0.753750619164332,0.6821483598622,0.75302962648401,0.829261178835444,9292,0.9998
"r_E",3.31191468253669,2.00803041912267,3.23420908028791,5.05661024309917,6584,1.0003
"r_C",1.77351908261092,1.45417719934479,1.76350166493558,2.1490292288405,9167,0.9997
"sigma_mu_E",12.3164094684328,0.0731684336393858,2.04806733376643,50.5751099447351,4513,1.0001
"sigma_mu_C",12.1273982941058,0.07660860325439,1.95303804651825,53.75221021064,4802,1.0001
"sigma_IE",0.149183384961247,0.0113155885401654,0.109724693760099,0.509331571476472,3620,1.0021
"R_G",1.32627471382486,1.26639664116897,1.32642080609609,1.38654576767355,9447,0.9997
"B1",0.508514359553545,0.21000100190431,0.506292326524586,0.809963415547669,6364,1
"B2",0.0485104987256286,-0.960085667142501,0.0249202898647929,1.20923154103293,7291,1.0001
"B1_C",-0.22655873439362,-0.393465263021275,-0.225774999035472,-0.0657281969826078,6595,1.0001
