"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-227.692808142335,6.08997188064702,5.81861517947463,0,-221.87
"catch",627,-1440.91424934343,29.0559474627458,6.68679318172777,0,-1434.23
