"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,1000,2,0.944033468683574,5.997,6,62.949,0.0541427296780991,1.04620475990045,FALSE
2,1000,0,0.953854232288607,6,6,63,0.0527717243980003,0.947333251624053,FALSE
3,1000,19,0.920011260267893,5.945,7,62.342,0.0521863312314877,0.919336419006683,FALSE
4,1000,0,0.975708623346404,7,7,127,0.0346632444919388,1.00520466382557,FALSE
