"fit","n_obs","beta","beta_se","beta_lo95","beta_hi95","assumed_beta","hours_per_gear_median","saturation_flag"
"private_boat_all_gear_Dungeness_Kept",119,0.248515448494797,0.0591571002461187,0.132567532012405,0.36446336497719,1,4,TRUE
