"fit","n_obs","beta","beta_se","beta_lo95","beta_hi95","assumed_beta","hours_per_gear_median","saturation_flag"
"shore_ring_net_only_Dungeness_Kept",481,0.27399014600328,0.0650298841213078,0.146531573125516,0.401448718881043,1,3,TRUE
