"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,86,0.900962836121088,5.9165,6,61.561,0.0615089992953117,0.899471176459436,FALSE
2,2000,41,0.967130112713836,7.511,8,210.6645,0.0232741369213417,0.92859598438806,FALSE
3,2000,46,0.931011641823519,5.9605,7,62.9765,0.0520209465385224,0.893472821746053,FALSE
4,2000,43,0.955501901615764,6.9485,7,125.255,0.0369812228836216,0.863671332617713,FALSE
