"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",1,"2024-12-01",76,74.373,0.6003,0,1e-05,TRUE,TRUE
"gear",3,"2024-12-03",27,23.395,0.6767,0.00018,0.00074,TRUE,TRUE
"gear",4,"2024-12-04",30,23.395,0.7519,0.00018,0.00074,FALSE,TRUE
"gear",5,"2024-12-05",20,23.395,0.4471,0.00018,0.00074,TRUE,TRUE
"gear",6,"2024-12-06",25,23.395,0.6184,0.00018,0.00074,TRUE,TRUE
"gear",7,"2024-12-07",31,63.834,0.1195,0,1e-05,FALSE,TRUE
"gear",10,"2024-12-10",23,21.95,0.6038,0.00023,0.00094,TRUE,TRUE
"gear",11,"2024-12-11",20,21.95,0.4965,0.00023,0.00094,TRUE,TRUE
"gear",12,"2024-12-12",39,21.95,0.9201,0.00023,0.00094,FALSE,TRUE
"gear",13,"2024-12-13",22,21.95,0.5696,0.00023,0.00094,TRUE,TRUE
"gear",14,"2024-12-14",37,59.861,0.225,0,1e-05,FALSE,TRUE
"gear",15,"2024-12-15",33,59.861,0.1691,0,1e-05,FALSE,TRUE
"gear",18,"2024-12-18",32,20.537,0.8611,0.00033,0.00132,FALSE,TRUE
"gear",20,"2024-12-20",22,20.537,0.6228,0.00033,0.00132,TRUE,TRUE
"gear",21,"2024-12-21",20,55.992,0.0523,0,2e-05,FALSE,TRUE
"gear",22,"2024-12-22",19,55.992,0.0447,0,2e-05,FALSE,TRUE
"gear",23,"2024-12-23",29,30.367,0.5318,6e-05,0.00027,TRUE,TRUE
"gear",24,"2024-12-24",31,30.367,0.5843,6e-05,0.00027,TRUE,TRUE
"gear",26,"2024-12-26",33,30.367,0.6332,6e-05,0.00027,TRUE,TRUE
"gear",27,"2024-12-27",50,30.367,0.8942,6e-05,0.00027,FALSE,TRUE
"gear",28,"2024-12-28",58,82.835,0.2979,0,0,TRUE,TRUE
"gear",31,"2024-12-31",96,93.553,0.6017,0,0,TRUE,TRUE
"gear",32,"2025-01-01",55,89.41,0.2342,0,0,FALSE,TRUE
"gear",33,"2025-01-02",28,30.31,0.509,7e-05,0.00028,TRUE,TRUE
"gear",34,"2025-01-03",55,30.31,0.9281,7e-05,0.00028,FALSE,TRUE
"gear",35,"2025-01-04",39,82.703,0.1121,0,0,FALSE,TRUE
"gear",38,"2025-01-07",19,33.447,0.1903,4e-05,0.00017,FALSE,TRUE
"gear",39,"2025-01-08",29,33.447,0.455,4e-05,0.00017,TRUE,TRUE
"gear",40,"2025-01-09",35,33.447,0.6036,4e-05,0.00017,TRUE,TRUE
"gear",41,"2025-01-10",34,33.447,0.5805,4e-05,0.00017,TRUE,TRUE
"gear",42,"2025-01-11",149,91.189,0.8992,0,0,FALSE,TRUE
"gear",45,"2025-01-14",50,29.987,0.8988,7e-05,0.00028,FALSE,TRUE
"gear",47,"2025-01-16",16,29.987,0.1688,7e-05,0.00028,FALSE,TRUE
"gear",48,"2025-01-17",47,29.987,0.8714,7e-05,0.00028,FALSE,TRUE
"gear",49,"2025-01-18",62,81.81,0.3533,0,0,TRUE,TRUE
"gear",52,"2025-01-21",16,16.754,0.5347,7e-04,0.0027,TRUE,TRUE
"gear",53,"2025-01-22",8,16.754,0.1473,7e-04,0.0027,FALSE,TRUE
"gear",54,"2025-01-23",16,16.754,0.5347,7e-04,0.0027,TRUE,TRUE
"gear",55,"2025-01-24",9,16.754,0.1904,7e-04,0.0027,FALSE,TRUE
"gear",56,"2025-01-25",68,45.695,0.8483,1e-05,5e-05,FALSE,TRUE
"gear",60,"2025-01-29",32,20.14,0.8706,0.00037,0.00145,FALSE,TRUE
"gear",61,"2025-01-30",24,20.14,0.6997,0.00037,0.00145,TRUE,TRUE
"gear",62,"2025-01-31",14,20.14,0.3176,0.00037,0.00145,TRUE,TRUE
