"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,1500,7,0.957184180965153,7.314,8,187.551333333333,0.0240400477892356,0.970333906624908,FALSE
2,1500,9,0.925029828149903,6.98133333333333,8,126.3,0.0324412932667736,0.991632143646384,FALSE
3,1500,6,0.942034854722926,6.98866666666667,7,126.642666666667,0.0302554231368686,0.938591739499844,FALSE
4,1500,8,0.961330415925967,7.91666666666667,8,248.607333333333,0.0215355135902179,0.926020733207498,FALSE
