"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",44,-86.9897192922062,7.0382453778537,3.79082900957178,0,-83.2
"catch",18,-54.8352241563989,4.33739734201597,3.27654161742229,1,-51.56
