"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.568181818181818,1,0.507900655377259,0.278098287584045,44,44
"osp",0.555555555555556,0.944444444444444,0.513709378663772,0.252589452538767,18,18
"catch",0.444444444444444,1,0.533684471200678,0.29604386880747,18,18
