"event_date","L_unit","L_prior_center","L_prior_sigma_log","L_effective_hours_regression","L_posterior_median","L_posterior_lo95","L_posterior_hi95"
2024-12-01,"turnover (trips per gear-slot per day)",1.7,0.3,5.41100021752065,1.70266312456306,0.943070222832913,3.01730733659217
2024-12-02,"turnover (trips per gear-slot per day)",1.7,0.3,5.62405001408018,1.69972171403453,0.941330556036693,3.09069300370455
2024-12-03,"turnover (trips per gear-slot per day)",1.7,0.3,5.61838209950632,1.70403326622127,0.931670367713348,3.03469880338275
2024-12-04,"turnover (trips per gear-slot per day)",1.7,0.3,5.61266258538034,1.703997246142,0.94027761943895,3.09563156307621
2024-12-05,"turnover (trips per gear-slot per day)",1.7,0.3,5.60689164097545,1.70682954557735,0.949211380223579,2.99201909891807
2024-12-06,"turnover (trips per gear-slot per day)",1.7,0.3,5.60106943696633,1.60323814627793,1.03199543110422,2.59484886552197
2024-12-07,"turnover (trips per gear-slot per day)",1.7,0.3,5.3778690765709,1.6934808934722,0.943897063586075,3.1066566120734
2024-12-08,"turnover (trips per gear-slot per day)",1.7,0.3,5.37217497730588,1.69567871015181,0.930484555648339,3.11072022409947
2024-12-09,"turnover (trips per gear-slot per day)",1.7,0.3,5.58329699490562,1.70545218841013,0.94667825157131,3.04335209656825
2024-12-10,"turnover (trips per gear-slot per day)",1.7,0.3,5.5772714869604,1.70499488876074,0.938628567581797,3.04367563876671
2024-12-11,"turnover (trips per gear-slot per day)",1.7,0.3,5.5711955935101,1.69504405709981,0.936478936547083,3.02868705777606
2024-12-12,"turnover (trips per gear-slot per day)",1.7,0.3,5.56506949345952,1.7063529135374,0.930833494528932,3.09687814529135
2024-12-13,"turnover (trips per gear-slot per day)",1.7,0.3,5.55889336705481,1.69315225435895,0.95491655246126,3.04863971428938
2024-12-14,"turnover (trips per gear-slot per day)",1.7,0.3,5.33699221701049,1.71065298713049,0.952300068221706,3.04917048568893
2024-12-15,"turnover (trips per gear-slot per day)",1.7,0.3,5.33096034036902,1.70576800094218,0.939792658808455,3.09522570900392
2024-12-16,"turnover (trips per gear-slot per day)",1.7,0.3,5.54006665211139,1.7054918551584,0.960148191061391,3.06240149273068
2024-12-17,"turnover (trips per gear-slot per day)",1.7,0.3,5.53369224926783,1.70342615251089,0.942339009455959,3.04458784316269
2024-12-18,"turnover (trips per gear-slot per day)",1.7,0.3,5.52726874110963,1.7018515938597,0.94821777355295,3.04052181895616
2024-12-19,"turnover (trips per gear-slot per day)",1.7,0.3,5.5207963157434,1.69892036831516,0.948882358604002,3.01549405527456
2024-12-20,"turnover (trips per gear-slot per day)",1.7,0.3,5.51427516255407,1.70055167916101,0.941918395771374,3.08596251558523
2024-12-21,"turnover (trips per gear-slot per day)",1.7,0.3,5.29377669199724,1.70382257388862,0.94669364066049,3.07488626773916
2024-12-22,"turnover (trips per gear-slot per day)",1.7,0.3,5.28741571230141,1.70128425951743,0.95769901297881,3.04825812202953
2024-12-23,"turnover (trips per gear-slot per day)",1.7,0.3,5.49442124887685,1.69033158946841,0.95674647552322,3.04829936220815
2024-12-24,"turnover (trips per gear-slot per day)",1.7,0.3,5.48770710348607,1.70197240027853,0.946622339618198,3.02602246359178
2024-12-25,"turnover (trips per gear-slot per day)",1.7,0.3,5.48094519604638,1.69275403600112,0.963094106501931,3.03233795139712
2024-12-26,"turnover (trips per gear-slot per day)",1.7,0.3,5.47413572341684,1.69682696970308,0.94069044552411,3.04971868833239
2024-12-27,"turnover (trips per gear-slot per day)",1.7,0.3,5.46727888366909,1.69045736360872,0.960656725491032,3.03879585515896
2024-12-28,"turnover (trips per gear-slot per day)",1.7,0.3,5.24828449786819,1.70674653778665,0.952480896169832,3.04235589473535
2024-12-29,"turnover (trips per gear-slot per day)",1.7,0.3,5.24160351075808,1.69486838405207,0.928212322043326,3.09684130197152
2024-12-30,"turnover (trips per gear-slot per day)",1.7,0.3,5.44642616042033,1.69790956458743,0.940816156449104,3.0489074129129
2024-12-31,"turnover (trips per gear-slot per day)",1.7,0.3,5.22810688369802,1.69615601814859,0.959463506699409,3.03580693878219
2025-01-01,"turnover (trips per gear-slot per day)",1.7,0.3,4.25509197539507,1.70036504079405,0.946798806873736,3.07166363854155
2025-01-02,"turnover (trips per gear-slot per day)",1.7,0.3,4.43778412112345,1.70258525858328,0.950851181764113,3.08190123802802
2025-01-03,"turnover (trips per gear-slot per day)",1.7,0.3,4.44850278274731,1.71190767197098,0.948823438147634,3.06514677468722
2025-01-04,"turnover (trips per gear-slot per day)",1.7,0.3,4.28599871071539,1.69275635709978,0.94286871545658,3.06864063730964
2025-01-05,"turnover (trips per gear-slot per day)",1.7,0.3,4.29626302232635,1.69540420996982,0.946206891063696,3.01068066070773
2025-01-06,"turnover (trips per gear-slot per day)",1.7,0.3,4.48053983629726,1.6993644215715,0.951399032017352,3.01981255994152
