"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"theta_C[1]",0.109524046950929,0.000279941053940029,0.0222276429467471,0.0651943045804362,0.0944005372710216,0.109946855763105,0.124727519150209,0.152386519002879,6304.5433767548,1.00018417495096
"B1",0.70669739149123,0.00185851490196439,0.170425582322962,0.371746246347901,0.591532765194258,0.704911828554251,0.816456269583513,1.05200708999424,8408.86689020524,0.999886785879058
"B2",-0.0904516238529597,0.00595000507850193,0.511581655883971,-1.03027565159817,-0.444041069731096,-0.105934209659927,0.234391273209597,0.994810844764157,7392.56673605361,0.999563105378371
"B1_C",-0.168461330913087,0.000798368380767242,0.0749556198365281,-0.31480675775822,-0.218892849632193,-0.168377202788543,-0.118374738761288,-0.0208477407732586,8814.58241653241,0.999747114447727
"B2_C",-0.123268181150954,0.00203608627402458,0.178061551004502,-0.479434605155283,-0.241535150758577,-0.12450911497418,-0.00549593952954631,0.222961149906463,7648.00127336785,1.00015630361441
"gamma_C",0.0247563597003826,0.0100133633253487,1.01827141384516,-1.98180027745352,-0.654996129448,0.0165730607660388,0.706439631232755,2.05907622934141,10341.1099322485,0.999537862848532
"sigma_eps_E",0.18841791130188,0.00319848983486036,0.160813253072212,0.00734309544402138,0.0735601033919634,0.150287689234231,0.261031511220114,0.579375058031779,2527.86411612552,1.0000206228014
"Lcorr_E[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"sigma_r_E",0.50978411405961,0.000699252349191624,0.0615996010129423,0.401104339858879,0.467689405973718,0.505389825162119,0.547334689172253,0.64199754963224,7760.46831748773,0.999848939426416
"phi_E_scaled",0.547828661540455,0.00255175063765022,0.209930373983524,0.142509535323628,0.390999669750847,0.557125349381882,0.711559840403755,0.916663478313976,6768.21420315163,1.00059195492606
"eps_E[1,1]",0.120044708631366,0.00987292938241965,0.840610639825578,-1.54512616488135,-0.416554844752405,0.115421173607307,0.650187701491453,1.81176365539009,7249.32723088106,1.00009472562466
"eps_E[2,1]",-0.144634422909821,0.00948829345858913,0.825028214899362,-1.7941933507354,-0.670222751783554,-0.154031787321998,0.365730904074037,1.56636870781817,7560.68919825308,1.00000413787602
"eps_E[3,1]",-0.446566008209265,0.0101200234769813,0.835869746312489,-2.08743666392807,-0.982638957244758,-0.453134952846869,0.0807408376309297,1.28340003639175,6822.0386111785,0.999724838615976
"eps_E[4,1]",-0.51212434674981,0.010856832045199,0.859409484105897,-2.17409627988625,-1.06974669204479,-0.517369751908501,0.0220285739321054,1.24728457478993,6266.05273297337,0.999584139785737
"eps_E[5,1]",0.483357185952159,0.0101885335173791,0.891043808447997,-1.36779514402889,-0.0864069939886431,0.496604760065879,1.07655999246207,2.20507588411133,7648.4733286728,1.00025140289935
"omega_E_0_raw[1,1]",0.37756242883813,0.0105365233474036,0.826642157993835,-1.27796610193451,-0.142794572662945,0.378255682360647,0.897841766260646,2.05106792674008,6155.17539097027,1.00055824427378
"mu_mu_E[1]",3.11640793228984,0.0170937736147826,0.920402893313957,1.27135176089899,2.71131263558082,3.07077370737176,3.47187801671906,5.29527322040197,2899.21254001799,1.00079987753502
"sigma_mu_E",1.189755697307,0.0327355989473019,1.85473353222659,0.037354086628248,0.321716444710117,0.682783664003432,1.38277321905609,5.4518276856521,3210.12885001232,1.00066391228007
"eps_mu_E[1,1]",-0.0265057372895679,0.0123804971487161,0.872185591459203,-1.76287411677482,-0.596186180385648,-0.0162845131477863,0.540483670629796,1.69709072274171,4962.96996255475,1.00001864869798
"R_G",1.32255454442165,0.000303163864451456,0.0309529434898869,1.26307087788857,1.3017460518976,1.32274671579186,1.34357538221697,1.3842405678722,10424.3513525325,0.999893718605765
"R_G_boat",4.54165011294932,0.0293605940302904,2.43169992081415,1.48353217663987,2.8521061343245,4.00351963783018,5.5755513259395,10.6580249644339,6859.46564202979,1.00004571364235
"kappa_OSP",3.12862396209075,0.0113145141223808,0.968936897116687,1.67171382675045,2.44031772169548,2.98790418622003,3.65346318072849,5.45823611790115,7333.63296675356,0.999688114994836
"sigma_r_OSP",9.2429666915836,3.42586582739703,201.102012990722,0.0445815083175312,0.419673532631165,0.997332227864815,2.44368276620442,32.3525047111741,3445.81641577264,1.00027050807682
"sigma_IE",0.205479045989029,0.00207666200764633,0.203068871840322,0.00604111447554764,0.0599519274164854,0.142488238986646,0.284828842569455,0.768987114094499,9562.13953812304,0.999476456438316
"sigma_eps_C",0.126826880425976,0.00191129469616124,0.0920941855962912,0.0127000117802435,0.0656999391882493,0.107104394124187,0.162413409023362,0.359214807966782,2321.71610597922,1.00093755806036
"Lcorr_C[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"phi_C_scaled",0.418925991406255,0.00288568249988529,0.220065321316572,0.0667306576760315,0.240264915018725,0.400099492349426,0.576825370120483,0.862239752472246,5815.75535336671,0.999666103718953
"sigma_r_C",0.59742229060738,0.000532217395945729,0.0449669171745251,0.513341845450684,0.566373451222479,0.596630819912794,0.626527487991403,0.689689776002697,7138.51863148538,1.00043217225732
"eps_C[1,1]",0.428445672307508,0.00979493334450778,0.75721874473067,-1.10102614051848,-0.0513113126293772,0.417242978231126,0.909315577946509,1.97547813262487,5976.40117786339,0.999682202118679
"eps_C[2,1]",-0.452306637366276,0.00929533871561892,0.735542366506657,-1.9196323962658,-0.917985716900724,-0.439358071545867,0.0139157983272612,1.00373329970895,6261.59459401417,0.999460049455366
"eps_C[3,1]",0.246274994020619,0.00881267421542259,0.733791605741265,-1.22328572591111,-0.221741314398374,0.244305838504989,0.696469569797946,1.74891298841782,6933.14123883328,0.999922849459399
"eps_C[4,1]",-0.765013016294083,0.00981574330877526,0.755091435309067,-2.2970538064467,-1.25211166387642,-0.767631678102055,-0.286874122953827,0.763169105082731,5917.6967105899,0.999508085361537
"eps_C[5,1]",0.773795384352481,0.0102125307481354,0.801605176538056,-0.844076099619098,0.276948683113523,0.785822547397787,1.27798016228744,2.34799785808212,6161.04345423574,1.00030323562133
"omega_C_0_raw[1,1]",-0.239431345139648,0.00943159356889543,0.708659758400611,-1.66127248667218,-0.684932392963091,-0.242540245357335,0.204377198505373,1.17458385263962,5645.53869405653,0.999766434369848
"mu_mu_C[1]",0.167443954578393,0.0192633022906833,1.00135201019582,-2.3230913036107,-0.191187637133087,0.35191318692257,0.638835353886771,1.98846846750663,2702.16626784237,1.00087513192168
