"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",2.67307983257128,2.67307983257128,0.013262728696355,5.11982106616633,2.64488794339324,4896,1.0006,FALSE,NA,"BSS"
"mu_mu_C[1]",0.87818013849889,0.87818013849889,-2.27543000403275,2.41806527099708,0.629014725188255,4343,0.9998,FALSE,NA,"BSS"
"sigma_eps_E",0.879997150806861,0.879997150806861,0.55124715053327,1.61249365087428,0.936059235417476,3068,1,FALSE,NA,"BSS"
"sigma_eps_C",0.358105067840858,0.358105067840858,0.0755959635115036,0.793004855412138,0.377097255775371,3477,1.0003,FALSE,NA,"BSS"
"phi_E",0.756984303865509,0.756984303865509,0.352524808742895,0.951703282633056,0.730506438674195,3550,1.0002,FALSE,NA,"BSS"
"phi_C",-0.0942643342697868,-0.0942643342697868,-0.765286882404578,0.740085673950362,-0.0712894469257372,5815,1.0004,FALSE,NA,"BSS"
"sigma_r_E",0.928156442692646,0.928156442692646,0.817386246552061,1.05598038809984,0.930622212409822,15360,1,FALSE,NA,"BSS"
"sigma_r_C",0.796385417777267,0.796385417777267,0.679899937107441,0.937180855691808,0.799822748874601,11036,0.9997,FALSE,NA,"BSS"
"r_E",1.16080062412411,1.16080062412411,0.896784931682523,1.49673649505991,1.1696280450519,15326,1,FALSE,NA,"BSS"
"r_C",1.57671573400522,1.57671573400522,1.13855281962973,2.16326638001307,1.59481416301871,10951,0.9997,FALSE,NA,"BSS"
"sigma_mu_E",0.735423935996046,0.735423935996046,0.0312443771206859,5.38428586718402,1.20931893262995,7010,1.0006,FALSE,NA,"BSS"
"sigma_mu_C",0.79133536369808,0.79133536369808,0.0363219565013948,6.5948507605888,1.376295647185,6211,1.0003,FALSE,NA,"BSS"
"sigma_IE",NA,0.13331509898408,0.00437225790085917,0.732314834773461,0.195502248665872,14249,0.9999,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior","BSS"
"R_G",1.25526505665652,1.25526505665652,0.695266791691924,2.23429019324458,1.31238750890669,16548,0.9999,FALSE,NA,"BSS"
"R_G_boat",3.56127727056456,3.56127727056456,3.25372930912093,3.89323373086146,3.56282352674775,17849,0.9999,FALSE,NA,"BSS"
"B1",0.487337312045111,0.487337312045111,0.248508727312208,0.730275767676821,0.488185794520782,14031,0.9998,FALSE,NA,"BSS"
"B2",0.481220385109151,0.481220385109151,-0.0513500367832844,1.04426008975258,0.484189284225567,15591,0.9997,FALSE,NA,"BSS"
"B1_C",-0.106149329172496,-0.106149329172496,-0.461462109993024,0.270207100251095,-0.103383383785005,13141,1.0002,FALSE,NA,"BSS"
"B2_C",-0.0644175922483813,-0.0644175922483813,-0.799336482509797,0.744261484102349,-0.0527757697970375,12935,1.0001,FALSE,NA,"BSS"
"gamma_C",NA,0.00783812946117232,-1.96360850263921,1.99659620629746,0.00454018124082541,17446,0.9997,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,3.00966539662868,1.67492932438451,5.38045134111414,3.13603614807093,15142,0.9999,TRUE,"osp_scale_is_tau = 1: the OSP mean uses L, not kappa_OSP; this is the prior","BSS"
"sigma_r_OSP",0.808226010605771,0.808226010605771,0.70480700232347,0.930248883515331,0.810412621326912,14727,0.9997,FALSE,NA,"BSS"
"r_OSP",1.5308560472752,1.5308560472752,1.15558443968421,2.01307325837735,1.54581159078275,14748,0.9998,FALSE,NA,"BSS"
"f_crab[1]",0.920947413159906,0.920947413159906,0.813818345088367,0.980138171824322,0.915126504789566,11337,0.9999,FALSE,NA,"BSS"
"f_crab[2]",0.892230525426541,0.892230525426541,0.772507778491693,0.962643244545093,0.885821267045487,12814,0.9998,FALSE,NA,"BSS"
"f_crab[3]",0.866345350104658,0.866345350104658,0.676897682946553,0.972366360655033,0.854968514776526,10108,0.9998,FALSE,NA,"BSS"
"f_crab[4]",0.751057059057638,0.751057059057638,0.538258713178251,0.915709496611224,0.744831813426726,10605,1,FALSE,NA,"BSS"
"f_crab[5]",0.623025663290226,0.623025663290226,0.453174036524344,0.776480531630497,0.620804869762426,10114,0.9999,FALSE,NA,"BSS"
"f_crab[6]",0.509065366827182,0.509065366827182,0.320546031707575,0.684732006901663,0.507851049891312,12852,1.0002,FALSE,NA,"BSS"
"f_crab[7]",0.470333308114818,0.470333308114818,0.278020901448514,0.673397274397533,0.471724880221763,12890,0.9997,FALSE,NA,"BSS"
"f_crab[8]",0.417853864813495,0.417853864813495,0.24707015779196,0.616942618376491,0.422135180630082,11681,1.0002,FALSE,NA,"BSS"
"f_crab[9]",0.301474709693303,0.301474709693303,0.176749278397157,0.457884454181988,0.306174876065504,10996,0.9997,FALSE,NA,"BSS"
"f_crab[10]",0.198346781390651,0.198346781390651,0.0766261150449873,0.361947109095898,0.203460161698801,10587,0.9998,FALSE,NA,"BSS"
"f_lower[1]",0.894279198038151,0.894279198038151,0.775720675419401,0.964799268961744,0.887950381468401,11722,0.9998,FALSE,NA,"BSS"
"f_lower[2]",0.866675600374004,0.866675600374004,0.7332170412965,0.946411554532689,0.859478330632132,12485,0.9999,FALSE,NA,"BSS"
"f_lower[3]",0.800149512157853,0.800149512157853,0.547987731748458,0.942285211962994,0.786594243344539,9843,1.0002,FALSE,NA,"BSS"
"f_lower[4]",0.449224709615746,0.449224709615746,0.210008661345601,0.700506918602309,0.450853743383435,10562,1,FALSE,NA,"BSS"
"f_lower[5]",0.377069612179366,0.377069612179366,0.222700864508266,0.552336978178229,0.379058804742872,12246,0.9996,FALSE,NA,"BSS"
"f_lower[6]",0.262524221285195,0.262524221285195,0.116762278040134,0.442557450447972,0.266704626378487,12534,1,FALSE,NA,"BSS"
"f_lower[7]",0.213669046195709,0.213669046195709,0.081414414467592,0.409263873286344,0.22227501609372,13074,0.9997,FALSE,NA,"BSS"
"f_lower[8]",0.143804662652647,0.143804662652647,0.0452766507309022,0.302806600659317,0.151519332276257,10790,1.0005,FALSE,NA,"BSS"
"f_lower[9]",0.120469735463186,0.120469735463186,0.0473651108854291,0.238254288694182,0.126746409521305,11081,0.9998,FALSE,NA,"BSS"
"f_lower[10]",0.0316557033235359,0.0316557033235359,0.000441088068837415,0.136530075567909,0.0411222710066217,9094,1,FALSE,NA,"BSS"
"sigma_f_out",0.644419360752611,0.644419360752611,0.300905956602895,1.44309361505271,0.701439293234607,3773,1.0019,FALSE,NA,"BSS"
"cfi_kappa_out",21.9580974561577,21.9580974561577,7.0942780277721,84.7089748250812,28.201963955658,9067,1,FALSE,NA,"BSS"
"combo_c_out[1]",0.0224237064306813,0.0224237064306813,0.00109261970749209,0.10005857705997,0.0297192857184091,12225,0.9999,FALSE,NA,"BSS"
"combo_c_out[2]",0.0211724427044388,0.0211724427044388,0.000723235827751348,0.106380316611379,0.0297567418442157,11569,1,FALSE,NA,"BSS"
"combo_c_out[3]",0.0531061110360259,0.0531061110360259,0.00140808567084345,0.31006494259759,0.0800621210348123,9268,1.0004,FALSE,NA,"BSS"
"combo_c_out[4]",0.385490745141358,0.385490745141358,0.130983281267591,0.705740213313156,0.394543199371951,10579,0.9999,FALSE,NA,"BSS"
"combo_c_out[5]",0.385987050198716,0.385987050198716,0.191014373284771,0.605706834891455,0.389554040983873,12853,0.9998,FALSE,NA,"BSS"
"combo_c_out[6]",0.472301614351637,0.472301614351637,0.221919013444626,0.739958939567672,0.474903749936484,12364,0.9997,FALSE,NA,"BSS"
"combo_c_out[7]",0.532163819151867,0.532163819151867,0.240204158570574,0.80094237181583,0.529091229494033,12569,0.9998,FALSE,NA,"BSS"
"combo_c_out[8]",0.645827339578504,0.645827339578504,0.36748345801307,0.878825412841652,0.641059707567383,10882,1.0003,FALSE,NA,"BSS"
"combo_c_out[9]",0.590535855860396,0.590535855860396,0.329556274649887,0.813518516751676,0.585876363724756,11531,0.9996,FALSE,NA,"BSS"
"combo_c_out[10]",0.827586927892561,0.827586927892561,0.439990530706108,0.997512276869697,0.797206672276917,8103,1.0002,FALSE,NA,"BSS"
"sigma_c_out",1.03223198887479,1.03223198887479,0.416536031512439,2.33505303669221,1.12552554035294,4013,1.0009,FALSE,NA,"BSS"
"cfc_kappa_out",12.845843415439,12.845843415439,2.73598947548394,65.5386219082779,18.0583819564469,9741,1.0001,FALSE,NA,"BSS"
