"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",43552,47137,42107,53003
"Dungeness_Kept","Expected_Catch",72398,83336,67624,107227
"Dungeness_Kept","Predictive_Catch",NA,83324,67636,107131
