"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,177147,151330,243568
"Dungeness_Kept","Expected_Catch",100846,118272,89629,181050
"Dungeness_Kept","Predictive_Catch",NA,118283,89658,180967
