"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"catch",1,2,"2024-09-17",3,-2.1951,0.0894,0.073,-2.2031
"catch",2,2,"2024-09-17",1,-1.8006,0.1475,0.059,-1.8224
"catch",3,2,"2024-09-17",0,-1.5818,0.1907,0.085,-1.6182
"catch",4,2,"2024-09-17",0,-0.9885,0.1369,0.057,-1.0073
"catch",5,2,"2024-09-17",1,-1.7344,0.1387,0.053,-1.7537
"catch",6,2,"2024-09-17",27,-4.4142,0.2463,0.343,-4.4765
"catch",7,2,"2024-09-17",8,-2.9892,0.0955,0.207,-2.9984
"catch",8,2,"2024-09-17",0,-2.0496,0.2254,0.086,-2.1005
"catch",9,2,"2024-09-17",6,-3.4226,0.314,0.276,-3.5228
"catch",10,2,"2024-09-17",1,-1.346,0.0585,0.071,-1.3494
"catch",11,3,"2024-09-18",0,-0.9203,0.1237,0.069,-0.9356
"catch",12,3,"2024-09-18",1,-1.4011,0.0727,0.06,-1.4064
"catch",13,3,"2024-09-18",1,-1.8173,0.1427,0.085,-1.8378
"catch",14,3,"2024-09-18",0,-1.9035,0.2062,0.103,-1.9461
"catch",15,3,"2024-09-18",0,-1.2309,0.1534,0.088,-1.2545
"catch",16,3,"2024-09-18",1,-1.681,0.1249,0.079,-1.6967
"catch",17,3,"2024-09-18",3,-2.3025,0.1316,-0.01,-2.3199
"catch",18,3,"2024-09-18",1,-1.3398,0.0543,0.081,-1.3428
"catch",19,3,"2024-09-18",0,-0.9203,0.1237,0.069,-0.9356
"catch",20,3,"2024-09-18",0,-1.2309,0.1534,0.088,-1.2545
"catch",21,3,"2024-09-18",7,-3.0877,0.1786,0.035,-3.1199
"catch",22,3,"2024-09-18",4,-3.1444,0.2721,0.014,-3.219
"catch",23,3,"2024-09-18",12,-3.9448,0.3074,0.115,-4.041
"catch",24,4,"2024-09-19",1,-1.5846,0.1032,0.034,-1.5952
"catch",25,4,"2024-09-19",0,-0.5646,0.0783,0.038,-0.5708
"catch",26,4,"2024-09-19",7,-2.9173,0.1016,0.141,-2.9277
"catch",27,4,"2024-09-19",5,-2.8099,0.1219,0.043,-2.8248
"catch",28,4,"2024-09-19",0,-1.6825,0.1788,0.147,-1.7146
"catch",29,4,"2024-09-19",5,-2.7536,0.1403,0.169,-2.7733
"catch",30,4,"2024-09-19",1,-1.4322,0.0759,0.044,-1.4379
"catch",31,4,"2024-09-19",0,-0.4422,0.0635,0.017,-0.4462
"catch",32,4,"2024-09-19",5,-2.7536,0.1403,0.169,-2.7733
"catch",33,4,"2024-09-19",0,-1.9902,0.2003,0.117,-2.0305
"catch",34,4,"2024-09-19",7,-2.8133,0.0481,0.236,-2.8156
"catch",35,4,"2024-09-19",7,-2.8258,0.0564,0.192,-2.829
"catch",36,4,"2024-09-19",5,-2.539,0.0609,0.173,-2.5428
"catch",37,4,"2024-09-19",6,-2.7238,0.0691,0.072,-2.7286
"catch",38,4,"2024-09-19",10,-6.9512,0.7706,0.421,-7.5583
"catch",39,4,"2024-09-19",5,-2.6349,0.0888,0.025,-2.6428
"catch",40,5,"2024-09-20",11,-3.2356,0.0562,0.348,-3.2388
"catch",41,5,"2024-09-20",2,-1.8213,0.0708,0.16,-1.8263
"catch",42,5,"2024-09-20",1,-1.9887,0.173,0.209,-2.0187
"catch",43,5,"2024-09-20",1,-1.3162,0.0462,0.124,-1.3184
"catch",44,5,"2024-09-20",6,-2.725,0.0869,0.211,-2.7326
