"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3403,3098,3919,6177,5723,6982
"2024-10",6070,5562,6754,10985,10240,12026
"2024-11",3405,2835,4181,5614,4802,6635
"2024-12",10177,9352,11436,6556,5489,8001
"2025-01",7468,6873,8610,5864,4793,7442
"2025-02",1828,1497,2383,3548,2802,4688
"2025-03",1988,1478,2874,5039,4070,6452
"2025-04",4689,3296,7853,9816,7773,13345
"2025-05",6121,4203,13162,11105,8580,19518
"2025-06",8090,3742,32573,14089,8098,43483
"2025-07",26829,13410,73746,40909,25740,92146
"2025-08",22745,13125,40911,35420,27660,54543
"2025-09",10486,5507,19661,16134,12254,25694
