"fit","ar_resolution","divergences","divergence_fraction","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","B1_C_rhat","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact","pass_convergence","method_selected"
"shore_ring_net_only_Dungeness_Kept","daily",294,0.049,0,1,1.0009,5189,4881,1.0006,0.008,0.0014,0.0107,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"shore_all_gear_Dungeness_Kept","daily",444,0.0444,0,1.0001,1.0005,5924,4704,0.9999,0.0039,0.0088,0.007,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"PE (insufficient data)"
"private_boat_all_gear_Dungeness_Kept","daily",90,0.009,0,1.0006,1.0008,7623,7746,0.9998,2e-04,4e-04,3e-04,0.0189,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
