"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.596153846153846,0.980769230769231,0.511105769230769,0.261446960401758,52,52
"catch",0.567783094098884,0.985645933014354,0.507691387559809,0.29615801178573,627,627
