"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.75809099653443,0.856820296855193,2.76582131796522,4.6019316969545,1599,1.0005
"mu_mu_C[1]",1.05574056866528,0.587999878465209,1.06759973070811,1.44778120048088,1909,1.0007
"sigma_eps_E",1.08579703750827,0.613600639815722,1.02733646139685,1.86478960328279,1388,1.0022
"sigma_eps_C",0.433901328218628,0.128669685179423,0.403041144260232,0.906687777414877,1243,1.0018
"phi_E",0.657659067212555,0.204019152211887,0.691886943712134,0.932883456965306,1383,1.0028
"phi_C",-0.133434281635109,-0.779744978535216,-0.168940051889282,0.671953551776692,1962,1.0005
"sigma_r_E",0.930955808757255,0.818440566551128,0.930247714620992,1.05461872633062,6090,0.9999
"sigma_r_C",0.771593073271878,0.65296599551989,0.768308635282955,0.913102419704145,4521,1.0006
"r_E",1.16853493669863,0.899102164161854,1.1555873436037,1.49288277950344,6184,0.9999
"r_C",1.71615000388123,1.19939165841474,1.69405915507925,2.34541052626649,4445,1.0004
"sigma_mu_E",8.90031363367648,0.0666451892977943,1.99004371012076,51.1040200697266,2952,0.9999
"sigma_mu_C",12.9032351590087,0.0757640062562359,1.97257075134797,54.6428694756937,1746,1.0006
"sigma_IE",0.202865694203651,0.00552991423398899,0.136345025431928,0.766786334933816,6429,0.9994
"R_G",1.37159378342749,0.715250354788923,1.31303167479152,2.40535390509945,5803,0.9993
"R_G_boat",3.54956058860609,3.23318511974389,3.54738924439811,3.87788737738805,8610,0.9998
"B1",0.266990215584066,-0.0531030662916455,0.267561208837687,0.587766104453421,6706,0.9995
"B2",0.522124616470503,-0.196891388110441,0.507606910087329,1.2981903565384,8131,0.9998
"B1_C",-0.0237688140920289,-0.330879355553887,-0.0241360223021843,0.280264792391074,6183,1.0002
