"day_index","event_date","cpue_model_median","cpue_model_lo95","cpue_model_hi95","cpue_raw_interview","n_interviews"
1,"2024-12-01",3.96471765930443,3.00967844075166,5.36266534329139,NA,0
2,"2024-12-02",4.0641584433447,3.07547690247798,5.49610169979361,3,1
3,"2024-12-03",4.0641584433447,3.07547690247798,5.49610169979361,4.6875,4
4,"2024-12-04",4.0641584433447,3.07547690247798,5.49610169979361,3.31428571428571,7
5,"2024-12-05",4.0641584433447,3.07547690247798,5.49610169979361,3,2
6,"2024-12-06",3.96471765930443,3.00967844075166,5.36266534329139,4.8875,4
7,"2024-12-07",3.96471765930443,3.00967844075166,5.36266534329139,6,1
8,"2024-12-08",3.96471765930443,3.00967844075166,5.36266534329139,NA,0
9,"2024-12-09",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
10,"2024-12-10",4.0641584433447,3.07547690247798,5.49610169979361,0.5,1
11,"2024-12-11",4.0641584433447,3.07547690247798,5.49610169979361,6,1
12,"2024-12-12",4.0641584433447,3.07547690247798,5.49610169979361,6.5,2
13,"2024-12-13",3.96471765930443,3.00967844075166,5.36266534329139,4.5,1
14,"2024-12-14",3.96471765930443,3.00967844075166,5.36266534329139,NA,0
15,"2024-12-15",3.96471765930443,3.00967844075166,5.36266534329139,NA,0
16,"2024-12-16",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
17,"2024-12-17",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
18,"2024-12-18",4.0641584433447,3.07547690247798,5.49610169979361,2,3
19,"2024-12-19",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
20,"2024-12-20",3.96471765930443,3.00967844075166,5.36266534329139,6,1
21,"2024-12-21",3.96471765930443,3.00967844075166,5.36266534329139,6,1
22,"2024-12-22",3.96471765930443,3.00967844075166,5.36266534329139,2.5,1
23,"2024-12-23",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
24,"2024-12-24",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
25,"2024-12-25",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
26,"2024-12-26",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
27,"2024-12-27",3.96471765930443,3.00967844075166,5.36266534329139,3,1
28,"2024-12-28",3.96471765930443,3.00967844075166,5.36266534329139,6.52,5
29,"2024-12-29",3.96471765930443,3.00967844075166,5.36266534329139,NA,0
30,"2024-12-30",4.0641584433447,3.07547690247798,5.49610169979361,NA,0
31,"2024-12-31",3.96471765930443,3.00967844075166,5.36266534329139,2.98214285714286,4
32,"2025-01-01",3.87207122810177,2.75211703274904,5.63480843816923,4,1
33,"2025-01-02",3.97005017417329,3.02485626593756,5.4172436779534,7.5,2
34,"2025-01-03",3.87207122810177,2.75211703274904,5.63480843816923,6.85714285714286,1
35,"2025-01-04",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
36,"2025-01-05",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
37,"2025-01-06",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
38,"2025-01-07",3.97005017417329,3.02485626593756,5.4172436779534,4.08333333333333,4
39,"2025-01-08",3.97005017417329,3.02485626593756,5.4172436779534,3.45,4
40,"2025-01-09",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
41,"2025-01-10",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
42,"2025-01-11",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
43,"2025-01-12",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
44,"2025-01-13",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
45,"2025-01-14",3.97005017417329,3.02485626593756,5.4172436779534,3.14285714285714,3
46,"2025-01-15",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
47,"2025-01-16",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
48,"2025-01-17",3.87207122810177,2.75211703274904,5.63480843816923,2.46428571428571,2
49,"2025-01-18",3.87207122810177,2.75211703274904,5.63480843816923,3,4
50,"2025-01-19",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
51,"2025-01-20",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
52,"2025-01-21",3.97005017417329,3.02485626593756,5.4172436779534,15,1
53,"2025-01-22",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
54,"2025-01-23",3.97005017417329,3.02485626593756,5.4172436779534,3,1
55,"2025-01-24",3.87207122810177,2.75211703274904,5.63480843816923,3,1
56,"2025-01-25",3.87207122810177,2.75211703274904,5.63480843816923,1.96428571428571,2
57,"2025-01-26",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
58,"2025-01-27",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
59,"2025-01-28",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
60,"2025-01-29",3.97005017417329,3.02485626593756,5.4172436779534,4.32,5
61,"2025-01-30",3.97005017417329,3.02485626593756,5.4172436779534,NA,0
62,"2025-01-31",3.87207122810177,2.75211703274904,5.63480843816923,NA,0
63,"2025-02-01",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
64,"2025-02-02",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
65,"2025-02-03",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
66,"2025-02-04",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
67,"2025-02-05",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
68,"2025-02-06",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
69,"2025-02-07",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
70,"2025-02-08",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
71,"2025-02-09",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
72,"2025-02-10",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
73,"2025-02-11",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
74,"2025-02-12",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
75,"2025-02-13",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
76,"2025-02-14",2.06171461089077,0.924948925757337,4.00598665814022,3,1
77,"2025-02-15",2.06171461089077,0.924948925757337,4.00598665814022,1.16666666666667,2
78,"2025-02-16",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
79,"2025-02-17",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
80,"2025-02-18",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
81,"2025-02-19",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
82,"2025-02-20",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
83,"2025-02-21",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
84,"2025-02-22",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
85,"2025-02-23",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
86,"2025-02-24",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
87,"2025-02-25",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
88,"2025-02-26",2.11858108873354,0.928946721321064,4.15549504110258,0,1
89,"2025-02-27",2.11858108873354,0.928946721321064,4.15549504110258,NA,0
90,"2025-02-28",2.06171461089077,0.924948925757337,4.00598665814022,NA,0
91,"2025-03-01",3.41642753570988,1.78470396499268,6.77396684750983,0.5,2
92,"2025-03-02",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
93,"2025-03-03",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
94,"2025-03-04",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
95,"2025-03-05",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
96,"2025-03-06",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
97,"2025-03-07",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
98,"2025-03-08",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
99,"2025-03-09",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
100,"2025-03-10",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
101,"2025-03-11",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
102,"2025-03-12",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
103,"2025-03-13",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
104,"2025-03-14",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
105,"2025-03-15",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
106,"2025-03-16",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
107,"2025-03-17",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
108,"2025-03-18",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
109,"2025-03-19",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
110,"2025-03-20",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
111,"2025-03-21",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
112,"2025-03-22",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
113,"2025-03-23",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
114,"2025-03-24",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
115,"2025-03-25",3.49782558897255,1.8737825761588,6.62005480461393,6.75,2
116,"2025-03-26",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
117,"2025-03-27",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
118,"2025-03-28",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
119,"2025-03-29",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
120,"2025-03-30",3.41642753570988,1.78470396499268,6.77396684750983,NA,0
121,"2025-03-31",3.49782558897255,1.8737825761588,6.62005480461393,NA,0
122,"2025-04-01",1.95670039492506,1.05687358249313,3.68924768128195,NA,0
123,"2025-04-02",1.95670039492506,1.05687358249313,3.68924768128195,NA,0
124,"2025-04-03",1.95670039492506,1.05687358249313,3.68924768128195,NA,0
125,"2025-04-04",1.90749501023317,1.05203109878177,3.57393823215621,2.25,2
126,"2025-04-05",1.90749501023317,1.05203109878177,3.57393823215621,1.31111111111111,3
127,"2025-04-06",1.90749501023317,1.05203109878177,3.57393823215621,NA,0
128,"2025-04-07",1.95670039492506,1.05687358249313,3.68924768128195,NA,0
129,"2025-04-08",1.95670039492506,1.05687358249313,3.68924768128195,NA,0
130,"2025-04-09",1.95670039492506,1.05687358249313,3.68924768128195,NA,0
