"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-560.807573562336,23.815881161189,12.0561043913497,0,-548.75
"catch",131,-451.581965985551,9.74599893558864,10.3603910150776,1,-441.22
