"draw","C_sum","C_expected_sum","E_sum"
2,7499,7495.67479859738,5249.85002541251
6,6918,6947.66630133069,5284.41076655588
7,5814,5790.98410232573,4590.14554132217
11,7301,7319.63358565007,5224.77511734106
15,6759,6851.82599392539,5468.97936893462
16,5568,5511.46191046318,4198.75842214231
18,6385,6176.43744202642,4415.74591940725
19,6267,6330.21400932447,5245.60282891465
20,5621,5687.54826555994,4398.29704741263
24,6981,7087.16918478811,5790.81221698911
30,6799,6776.15864539341,4908.28690674116
33,5839,5752.92906518463,4671.66971005154
34,6155,6196.62756066273,4718.06517475097
38,6867,6970.42865188436,5460.88495343237
39,6641,6511.9127344035,4969.50103477956
42,7252,7336.66587405201,5113.71867162853
45,5795,5677.93714056591,4373.36556959538
47,6806,6877.09928241103,5022.87545056315
53,6188,6220.80309084161,4718.30762763086
56,6972,6850.0050338763,5306.21169407029
58,6570,6582.82667998749,4924.54905344064
66,5992,5880.48162312664,4733.30111989716
68,7069,7050.96028751022,5520.86521788586
69,7193,7226.13946676697,5221.44579679394
72,5560,5603.27977949187,4337.53082815866
77,7778,7709.89916121961,5456.94315198049
79,6791,6678.35526921745,5351.99696901694
82,7275,7237.34396345337,5396.6896114153
84,6379,6424.54722674789,5050.50670390434
88,6609,6543.82851289625,4751.94769744525
91,8052,8065.00130771209,6006.97020465737
92,5122,5110.67272689902,3903.11907315751
93,7085,7090.53313598989,5192.56188843061
95,7485,7414.84620348426,5531.45714582716
102,5846,6036.38995985585,4815.91281517108
105,6751,6824.28918761344,4858.99792758159
109,7177,7120.44899704791,4969.86233535388
110,5086,5134.15076009533,3983.46679769001
112,5796,5776.53974653669,4443.45633681564
114,7512,7483.61322884842,5647.70909220237
115,7163,7167.36289213407,5238.6817433213
118,6761,6762.46460818527,4896.40538294624
121,6502,6363.33154381216,4919.29138646113
124,6214,6087.6631398974,4643.09387537262
128,6959,6970.63096175759,5764.20505975823
135,6419,6487.4741387785,4592.23840816977
136,6519,6462.87480480052,4914.42757806202
137,7160,7042.93051134722,5320.24871499303
138,6390,6309.14496463407,5066.62024547763
139,6551,6537.4153727206,5037.01395909692
141,6403,6361.28619292251,4842.10166718802
143,7079,6929.48860934859,5012.38872062481
145,7490,7387.04639745698,5605.70552134243
146,7151,7098.09690094418,5187.90764421938
150,6214,6139.2219711299,4692.97749688823
151,4935,5054.17055676795,4012.34407965296
153,7001,6970.57364823145,5179.19222107054
154,6430,6507.68195445199,5052.03038991515
158,5281,5396.47021670622,4148.98887780172
160,7880,7856.46141827553,6055.71342068318
164,6259,6343.56426451122,4828.57376670012
