"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,44786,40539,50086
"Dungeness_Kept","Expected_Catch",56665,83914,70931,103078
"Dungeness_Kept","Predictive_Catch",NA,83919,70906,103018
