"fit","ar_resolution","divergences","divergence_fraction","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","B1_C_rhat","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact","pass_convergence","method_selected"
"shore_ring_net_only_Dungeness_Kept","daily",150,0.025,0,1.0006,1.0007,5024,4996,1.0002,0.0041,0.0062,0.0119,0.0067,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"shore_all_gear_Dungeness_Kept","daily",223,0.0223,0,1.0008,1.0014,4533,3988,1.0003,0.001,0.0048,0.0048,0.0108,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"PE (insufficient data)"
"private_boat_all_gear_Dungeness_Kept","weekly",54,0.0054,0,1.0001,0.9999,7254,9300,0.9998,6e-04,7e-04,0.0345,0.0084,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
