"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.702564102564103,0.98974358974359,0.48950641025641,0.258985191726166,195,195
"catch",0.587786259541985,0.977099236641221,0.513730916030534,0.274755528778838,131,131
