"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,0.987551236517325,0.773126804909142
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,1.68269323434744,1.03139114417216
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.04719603398845,0.848510917725929
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.00900239540711,0.797055664942347
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.07100883361205,0.895390708981063
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,0.912904333807454,0.855078836835922
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.05096663076045,1.06323771595679
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,1.79694047804074,1.27558171060487
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,1.85888514152319,1.28583616656457
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.07553578114978,1.03683365322479
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.07310192794983,0.912387570900601
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,0.997020663073818,0.821508446893141
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.04018544363547,0.860184714146353
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.01206233885303,0.981549482929067
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.05674299310726,1.18140963073393
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,1.77736549942166,1.32961127370012
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,1.82212091049352,1.254883726544
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.08010326581075,0.991199680795753
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,1.67040912717401,1.14160656316413
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.09160455262017,0.953559565221907
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.10821193543738,1.0071733381686
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.11236075513982,1.06613997860243
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.01550595453963,0.952745521717065
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.03048460347313,1.01266023901098
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,1.63054777966697,1.14105287020389
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.01808049541458,0.98768453249303
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,0.961882059358629,0.809521556649139
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.0091523943914,0.914526286173165
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,1.87344856323512,1.2121700958466
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,1.85793476727226,1.18837804520819
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.21869400869819,0.942337336209516
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.22868806318727,0.963426141652819
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.02064315732141,0.964334414416745
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,0.944402874990721,0.9137032002161
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.07092415242777,1.09067657459392
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,1.84375806553721,1.33371259612433
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,1.83068478013841,1.33599219155671
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.10650201494879,1.27690082937224
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.03440645369244,1.13593148053014
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,0.98324356789302,1.05099178731497
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,0.993444800861456,0.931172504855839
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,0.9219655862374,0.75131204969253
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,1.83403001254208,1.15374508437264
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,1.79942818453164,1.1631791814545
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,0.988091208181204,0.946412943346912
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,1.676807432243,1.16229779324371
