"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-09-17",5,5.709,0.5823,0.11858,0.11988,TRUE,TRUE
"trailer",3,"2024-09-18",9,5.709,0.7998,0.11858,0.11988,FALSE,TRUE
"trailer",4,"2024-09-19",3,5.709,0.4034,0.11858,0.11988,TRUE,TRUE
"trailer",5,"2024-09-20",1,5.709,0.1785,0.11858,0.11988,FALSE,TRUE
"trailer",5,"2024-09-20",0,5.709,0.0593,0.11858,0.11988,FALSE,TRUE
"trailer",9,"2024-09-24",3,5.709,0.4034,0.11858,0.11988,TRUE,TRUE
"trailer",12,"2024-09-27",5,5.709,0.5823,0.11858,0.11988,TRUE,TRUE
"trailer",13,"2024-09-28",12,16.428,0.5132,0.04101,0.04201,TRUE,TRUE
"trailer",16,"2024-10-01",7,2.272,0.9435,0.27224,0.22384,FALSE,TRUE
"trailer",18,"2024-10-03",4,2.272,0.812,0.27224,0.22384,FALSE,TRUE
"trailer",19,"2024-10-04",5,2.272,0.8749,0.27224,0.22384,FALSE,TRUE
"trailer",20,"2024-10-05",12,6.537,0.8477,0.10347,0.10455,FALSE,TRUE
"trailer",23,"2024-10-08",0,2.272,0.1361,0.27224,0.22384,FALSE,TRUE
"trailer",24,"2024-10-09",3,2.272,0.7173,0.27224,0.22384,TRUE,TRUE
"trailer",26,"2024-10-11",3,2.272,0.7173,0.27224,0.22384,TRUE,TRUE
"trailer",27,"2024-10-12",9,6.537,0.7522,0.10347,0.10455,FALSE,TRUE
"trailer",28,"2024-10-13",7,6.537,0.6562,0.10347,0.10455,TRUE,TRUE
"trailer",30,"2024-10-15",2,2.272,0.5783,0.27224,0.22384,TRUE,TRUE
"trailer",31,"2024-10-16",2,2.272,0.5783,0.27224,0.22384,TRUE,TRUE
"trailer",32,"2024-10-17",2,2.272,0.5783,0.27224,0.22384,TRUE,TRUE
"trailer",33,"2024-10-18",1,2.272,0.3842,0.27224,0.22384,TRUE,TRUE
"trailer",34,"2024-10-19",0,6.537,0.0517,0.10347,0.10455,FALSE,TRUE
"trailer",36,"2024-10-21",1,2.272,0.3842,0.27224,0.22384,TRUE,TRUE
"trailer",37,"2024-10-22",0,2.272,0.1361,0.27224,0.22384,FALSE,TRUE
"trailer",38,"2024-10-23",0,2.272,0.1361,0.27224,0.22384,FALSE,TRUE
"trailer",39,"2024-10-24",2,2.272,0.5783,0.27224,0.22384,TRUE,TRUE
"trailer",40,"2024-10-25",0,2.272,0.1361,0.27224,0.22384,FALSE,TRUE
"trailer",41,"2024-10-26",1,6.537,0.1557,0.10347,0.10455,FALSE,TRUE
"trailer",45,"2024-10-30",1,2.272,0.3842,0.27224,0.22384,TRUE,TRUE
"trailer",47,"2024-11-01",2,0.78,0.8675,0.55961,0.25498,FALSE,TRUE
"trailer",51,"2024-11-05",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",52,"2024-11-06",1,0.78,0.6871,0.55961,0.25498,TRUE,TRUE
"trailer",53,"2024-11-07",4,0.78,0.9734,0.55961,0.25498,FALSE,TRUE
"trailer",54,"2024-11-08",1,0.78,0.6871,0.55961,0.25498,TRUE,TRUE
"trailer",55,"2024-11-09",0,2.264,0.1483,0.29667,0.22639,FALSE,TRUE
"trailer",58,"2024-11-12",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",59,"2024-11-13",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",60,"2024-11-14",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",65,"2024-11-19",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",66,"2024-11-20",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",67,"2024-11-21",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",68,"2024-11-22",0,0.78,0.2798,0.55961,0.25498,TRUE,TRUE
"trailer",72,"2024-11-26",1,0.78,0.6871,0.55961,0.25498,TRUE,TRUE
"trailer",76,"2024-11-30",2,2.264,0.6015,0.29667,0.22639,TRUE,TRUE
"osp",3,"2024-09-18",23,11.083,0.9067,0.02936,0.04123,FALSE,TRUE
"osp",4,"2024-09-19",11,10.602,0.6202,0.03116,0.04398,TRUE,TRUE
"osp",5,"2024-09-20",8,10.442,0.4732,0.03159,0.04471,TRUE,TRUE
"osp",6,"2024-09-21",53,31.22,0.8511,0.00752,0.00954,FALSE,TRUE
"osp",7,"2024-09-22",58,31.604,0.8777,0.00741,0.0094,FALSE,TRUE
"osp",11,"2024-09-26",8,10.479,0.4728,0.03163,0.04479,TRUE,TRUE
"osp",12,"2024-09-27",5,10.38,0.2901,0.03203,0.04536,TRUE,TRUE
"osp",13,"2024-09-28",12,29.408,0.221,0.00788,0.01022,FALSE,TRUE
"osp",14,"2024-09-29",18,29.719,0.3622,0.00792,0.0102,TRUE,TRUE
"osp",15,"2024-09-30",18,10.916,0.8316,0.03003,0.04214,FALSE,TRUE
"osp",17,"2024-10-02",5,4.32,0.6683,0.10658,0.13836,TRUE,TRUE
"osp",20,"2024-10-05",31,12.986,0.9391,0.02319,0.03298,FALSE,TRUE
"osp",24,"2024-10-09",5,4.284,0.6717,0.10741,0.13946,TRUE,TRUE
"osp",26,"2024-10-11",3,4.242,0.4576,0.1086,0.14082,TRUE,TRUE
"osp",28,"2024-10-13",9,12.136,0.4647,0.02564,0.03691,TRUE,TRUE
"osp",29,"2024-10-14",4,4.266,0.5754,0.1082,0.14039,TRUE,TRUE
"osp",30,"2024-10-15",5,4.318,0.6686,0.10682,0.13864,TRUE,TRUE
"osp",34,"2024-10-19",0,11.748,0.0135,0.02703,0.03912,FALSE,FALSE
"catch",2,"2024-09-17",0,6.643,0.1065,0.21299,0.13514,FALSE,TRUE
"catch",6,"2024-09-21",6,4.899,0.7614,0.26143,0.15969,FALSE,TRUE
"catch",12,"2024-09-27",0,4.428,0.1368,0.27366,0.16403,FALSE,TRUE
"catch",18,"2024-10-03",6,7.52,0.5967,0.16401,0.11055,TRUE,TRUE
"catch",20,"2024-10-05",15,8.818,0.831,0.15995,0.10626,FALSE,TRUE
"catch",26,"2024-10-11",6,2.507,0.8852,0.33348,0.1979,FALSE,TRUE
"catch",27,"2024-10-12",0,11.757,0.0661,0.13211,0.08777,FALSE,TRUE
"catch",27,"2024-10-12",0,8.818,0.08,0.15995,0.10626,FALSE,TRUE
"catch",28,"2024-10-13",8,8.818,0.6585,0.15995,0.10626,TRUE,TRUE
"catch",32,"2024-10-17",1,5.013,0.2863,0.21513,0.14226,TRUE,TRUE
"catch",32,"2024-10-17",4,10.026,0.401,0.13509,0.09097,TRUE,TRUE
"catch",32,"2024-10-17",4,5.013,0.5973,0.21513,0.14226,TRUE,TRUE
"catch",39,"2024-10-24",12,7.52,0.8041,0.16401,0.11055,FALSE,TRUE
"catch",45,"2024-10-30",12,10.026,0.7229,0.13509,0.09097,TRUE,TRUE
"catch",53,"2024-11-07",24,16.543,0.7948,0.10487,0.06899,FALSE,TRUE
"catch",54,"2024-11-08",6,6.617,0.657,0.19259,0.1268,TRUE,TRUE
"catch",54,"2024-11-08",6,6.617,0.657,0.19259,0.1268,TRUE,TRUE
