"draw","C_sum","C_expected_sum","E_sum"
6,55706,55787.667498775,17113.2643880979
9,32365,32483.5293519613,14816.8585480115
12,43874,43632.958605448,9704.0303179768
14,25488,25525.3000320844,9595.96267414756
17,43733,43720.8320235414,15654.2273191084
18,49012,48611.7797779734,14117.5257745927
31,35899,35898.241926578,13745.1158501636
32,23121,23053.7118602835,7618.24278710284
39,36865,37202.8567358445,13919.4403224006
45,23005,22980.9525272067,8390.62284226732
47,47463,47656.6116504492,17531.2594744006
55,32113,32143.9903036425,14769.9101156868
56,30877,30858.123349574,14081.9506171646
57,32951,32947.8070890233,13514.0156834153
61,29709,29735.601231882,11452.45990327
70,37837,37966.3333113635,11940.1063641457
71,39632,39854.9165812614,11522.1070829846
74,28845,28878.7487476283,9958.69153750781
82,22536,22593.4517513186,8283.90859955358
90,37940,37681.9165546254,11911.0787375654
109,42554,42827.8343332614,14522.2953848391
127,30209,30265.8488814099,11019.7650921644
128,16985,16775.9652113676,5334.75676600409
133,34309,34258.8527509848,9737.41258645401
144,39803,39744.0693008045,13498.34109078
148,48345,48018.3221279154,17477.7021992324
149,29307,29539.329482417,11678.9420366526
159,19504,19563.8847646445,6831.94845880826
162,29326,29736.3300402613,10128.996368738
163,18991,19028.6303056964,5938.34448857673
164,28706,28810.9508798509,9946.28621261652
170,12957,12879.7140756608,5332.89249686121
176,30551,30723.1525650264,9548.97930040789
178,40393,40411.468392361,14556.5312699984
179,23441,23294.7837170365,6803.8600669073
180,21355,21686.7692533727,8097.74824790389
182,38450,38323.6555934756,14157.6196932938
189,21698,21605.810265127,8707.92603821528
197,19945,20018.4376293301,7995.51995641312
201,15276,15439.2448419168,5078.05905768029
210,41084,41048.5261068734,12567.4951662606
213,37370,37321.9819742478,13071.4178089015
215,44808,44903.6812461131,14281.7560097741
224,35850,35841.4076252268,15068.8966721072
235,12456,12485.1663707788,5180.91122506055
261,30220,30249.1532710392,11433.8482914906
262,40946,41260.2159036622,11900.2790246095
264,31205,31239.4890340438,14298.1920260579
273,33098,33255.5746766143,9656.05483947815
276,38556,38500.7601667244,13975.3549426946
277,32493,32778.1464129885,13385.8486558683
285,24381,24124.6918146284,9394.72870997103
288,32950,33065.6205793638,13481.9092102073
290,15902,15940.1406489894,6033.34957280773
292,43052,43138.8716120378,13610.7092367019
294,43300,43253.2880034353,14922.8948642132
299,27703,27789.8243062512,11637.47941126
302,37900,37792.6501294204,13839.9662839583
303,45752,45560.9913863512,12543.7858323847
304,14513,14439.3643442977,7456.42796128337
307,19533,19512.0129776671,7042.98136772669
308,58603,58527.4442413765,16593.6167620607
319,44693,45021.3187942045,13813.4404419233
320,62578,62807.8984949861,19835.3361585375
321,31758,31624.0227315033,11889.0130376094
322,22987,23030.7792340088,9802.98221824744
325,17613,17680.7605800975,6827.96592596523
339,30279,30343.5234467967,12056.1871167318
341,42069,42684.1868436435,16610.8097533542
358,27595,27676.5640625047,8867.35104597404
367,40462,39695.1274227759,11508.1038174975
369,54436,54786.5555427505,12659.1661684303
371,26691,26710.5575192346,9451.55624436927
380,33498,33716.1619252597,11899.5595796759
385,26116,26135.2759832176,9538.15429672688
388,26212,26470.5066693228,10516.0705809323
391,32730,32477.4801001378,12649.9516866334
392,19226,19250.8015887218,7429.20833449116
393,19536,19751.4238168846,6701.05835702069
394,35705,35713.0300729068,13964.3767537291
397,20215,20299.4694533524,7646.33756880454
401,23022,23102.6964975603,7666.79106751714
436,26894,27067.021325414,8768.81410060992
442,13444,13388.9986385627,4873.90977892767
445,30100,30139.8698313628,12163.084902008
448,39199,39374.6948820609,19273.4334504513
449,16293,16557.7795549519,5172.15291099701
458,41324,41581.0950342501,16021.8115620074
461,30169,30027.5289476753,11927.3496080991
467,33384,33417.6888107172,13260.9566734232
485,38268,38169.2368567033,12530.8120100952
505,22118,22125.5043226787,7370.98600478926
506,19842,20046.730585154,8684.93432078899
509,35998,36072.318437926,15522.792016985
524,51804,52174.6771310089,15498.0642969012
533,30588,30456.3843460194,9315.86434746106
536,23729,23678.4204841921,8442.63308325832
537,44591,44657.3129734926,15893.3212694046
551,28561,28628.1376564615,11173.7807315373
562,41873,42118.0587096673,15776.3642106375
567,37906,37986.7196730308,10753.2739579339
569,8341,8378.35254714504,3214.15290659979
570,44597,44401.8800872277,16521.3038835415
577,65797,65316.955190941,22949.8936638227
582,38172,38198.8930137173,12102.2057771307
588,17196,17093.6588409848,7160.59557563217
590,31433,31305.9739701682,9700.68873346517
595,65412,65637.9538014609,20360.7943748486
605,33457,33124.7002004412,12379.1333663759
608,39127,38888.1896468245,14269.2837784225
625,31110,30858.5965988317,9357.37563183706
633,33083,33138.6816001736,13852.6263996845
648,43044,43310.9859956993,15541.9157937509
656,56103,56272.7642343391,17350.7046097275
660,20002,19809.7772223638,7435.64453333631
671,25019,25071.7281403405,9685.40456644159
675,31383,31483.8903352759,10799.2754801065
678,29166,29225.5850450001,10424.6081102794
687,45385,44943.3424765344,15855.7500887824
695,13745,13817.7461007141,3680.74351304975
696,23034,23154.5071694962,9525.81225411301
700,50498,50642.5478711853,20376.7632769408
701,19207,19111.1450473328,8236.99137298985
702,43846,43610.0187585773,19626.4134695481
712,32457,32379.8816880332,10263.7072910061
718,31359,31186.284472061,9800.41702848039
723,28742,28525.8160905764,10257.2097359225
726,28124,28259.3928591046,9706.61992957043
727,17538,17349.0693868303,7179.56776257215
728,18767,18445.475518113,8212.33447969192
738,41198,40981.0888040109,13918.1999012028
739,16991,16861.7760625191,5979.1803793336
756,36464,36730.850621326,12440.4071890592
757,24035,23952.1181447332,8886.79398758425
760,29361,29505.3846035975,11694.9315796246
768,36113,36050.3573134375,14083.568495476
772,37630,37789.5253591337,15749.400418984
782,19353,19269.1833290995,6045.28371053294
783,42624,42355.81331057,15624.2189203762
789,32571,32265.1295247475,10330.9926513925
790,8001,7914.60973459115,3096.76523322965
791,24509,24333.503843525,9728.97079870039
794,44900,45010.7363798162,14710.1001697574
802,25870,25708.9303949504,12686.6691502647
807,36096,36274.0369755338,13737.3192258942
810,11707,11716.099647407,5761.25986975554
811,16538,16431.1283243364,4932.99770366166
813,34102,33820.827855299,9983.73393823339
815,27186,27194.0424890024,8143.6471859841
821,19500,19258.8101961472,6111.89544911397
832,50268,50481.9109670766,17939.2247803241
857,20437,20204.1829819644,8356.55657698256
862,67526,67269.8868465792,23816.0154971239
863,51100,51187.7469543824,15998.8128941285
867,23026,23330.0967870423,7876.00170985293
874,29970,29622.444854715,8140.44670980675
880,33133,33083.8825432973,11287.3944211826
887,35262,35238.1303928458,12181.3143014096
890,29864,29944.5699865935,11184.6895164866
891,19506,19540.7024259085,8470.95368849877
892,20355,20474.6872328315,5623.93955303468
899,21902,21929.1073581129,10361.8756583256
909,19341,19385.8538374203,6900.38536286046
912,24593,24682.7552213925,7579.07220911441
