"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1249.14737069448,16.3472026020528,106.888830894508,26,-1142.26
"catch",1649,-3147.75030761905,46.2550240634242,55.478055982166,0,-3092.27
