"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",20426.96325,47.2530841477834,4701.94395277276,12756.95,17156.5,19846,23090.5,31116.5,9901.35374567315,0.999674112592913
"E_sum",24678.7749852711,55.6515279894418,5618.14168575294,15532.036741647,20745.3866102149,24018.1748738678,27879.9311404599,37398.6505920526,10191.3376215505,0.999699040550797
"C_sum_gear[1]",20426.96325,47.2530841477834,4701.94395277276,12756.95,17156.5,19846,23090.5,31116.5,9901.35374567315,0.999674112592913
"B1",1.03395623920938,0.000677296100886931,0.0698967644020136,0.900191849780893,0.987417055541097,1.03279859778055,1.07892399182791,1.17674931190734,10650.1811211887,0.999783821681573
"B2",0.0637572764879137,0.001785188404517,0.175745835852073,-0.273936664943738,-0.0542850622885962,0.0599833762725886,0.180966524783372,0.414350058479767,9691.74486037384,0.999928181240409
"r_C_gear_out[1]",0.849751717263525,0.000512591406695915,0.0525814996230374,0.752040510056551,0.812869737550695,0.848447694444431,0.884445900873521,0.957402616961169,10522.6056191764,0.999749449813477
"sigma_eps_C_gear_out[1]",0.34837172387971,0.0020786071495354,0.110363887504146,0.197495964200159,0.273102682803441,0.326683509537278,0.399329641539945,0.620916857460234,2819.09133187224,1.00032254208261
