"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B1",0.704350048694276,0.00176940398270941,0.171102862861927,0.371787812908179,0.590328231204594,0.705438636104576,0.816307123528146,1.04645887840511,9351.05370654311,0.999707672607357
"B2",-0.0893855010503993,0.00516136956676487,0.52535715558232,-1.06451472913129,-0.452631447571272,-0.112572258135552,0.245288905884194,1.00844356380808,10360.4683974597,1.00000230156926
"B1_C",-0.171069281208535,0.000840135530841655,0.0821347380966752,-0.327235620164419,-0.228046562916881,-0.171862919169535,-0.115128907950447,-0.010588303907133,9557.73640633106,0.999651932471347
"L_raw[1]",6.26992592650254e-06,0.00863353171442625,1.00903508210254,-1.94509718942485,-0.693005986955557,0.00319928134750502,0.690864182673461,1.95567524935695,13659.5236591993,0.999597338066553
"L_raw[2]",-0.00182567069236366,0.00859419360138536,1.00297310646691,-1.95478432830683,-0.683769379015328,0.00838620610632814,0.673812284287125,1.945533115878,13619.72411749,0.999608396768875
"L_raw[3]",0.00481137713948957,0.00873636886999128,1.00613871600551,-1.95962802084894,-0.692286006178432,0.00438928865014554,0.690699371081182,1.97227122663627,13263.3672931014,0.999666216888474
"L_raw[4]",0.00458177794918842,0.00851702430028005,1.01596207521541,-1.94818661323696,-0.713180351491142,-0.00891376565572684,0.708861167865932,1.96193434627959,14229.1586064233,0.999674070926392
"L_raw[5]",0.0175055414152478,0.00799227472776248,0.994483486619148,-1.96149375794766,-0.656192674799464,0.0186772565790219,0.679511795602534,1.95303533579544,15482.9725622879,1.0001363269024
"L_raw[6]",-0.00569666418964222,0.00858547061223875,0.978192543685159,-1.94024558058631,-0.661829565959837,-0.00497756609209365,0.670760770843435,1.89240800378656,12981.3686742451,1.00004173146648
"L_raw[7]",0.0137063817384452,0.00874390877073581,1.00627478262462,-1.98281573172364,-0.658210809099957,0.0245910943728856,0.691861598756682,1.98989612711056,13244.0845056594,0.999839270496951
"L_raw[8]",0.00289199706348518,0.00863304055967847,1.01091374716979,-1.99298181324758,-0.666800094726715,0.0110249568731748,0.676579658806919,1.97105977733885,13711.9948753902,0.999942262176612
"L_raw[9]",0.0120142844718996,0.00854130633298768,1.01184238376796,-1.96828873056318,-0.659775718021656,0.0060208302879177,0.688387339270017,2.00479353687442,14033.8599428456,1.00011961715695
"L_raw[10]",-0.00271235410112235,0.00864779900246012,1.00679822087125,-1.95190180512594,-0.690635364957124,0.00592609977871033,0.679017362551991,1.96350401282615,13554.1942387801,0.99981359708809
"L_raw[11]",-0.0114634217464995,0.0087833656044783,0.999736052701988,-1.9731916731171,-0.681674322004972,-0.0132632359490544,0.6690158047423,1.94292002446568,12955.3391637263,1.00001545736073
