"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.3901071211529,0.403534119841302,1.37807821830485,0.737061051862523,2.31219409001163,0.033,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.756462747785611,0.176491639926352,0.787668760299949,0.336200015792619,0.96398519257965,0.605,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.115006430336438,0.367708868416078,-0.156050191923398,-0.75602347519268,0.660395131294771,0.178,TRUE
"B1","normal(0, 1.0)",0,1,0.527209972768527,0.118292520789795,0.535107742287298,0.287547408784089,0.736702046227146,0.882,FALSE
"B2","normal(0, 1.0)",0,1,0.508227699520405,0.268717692131148,0.518295088375518,-0.0192447444512264,1.02212687956282,0.731,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,3.23561934871842,1.53431294984101,2.92732887434775,0.803264371039678,6.69883331773829,0.233,TRUE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,1.09665449289853,0.201260687803755,1.11189698490845,0.652016687797945,1.44649674021558,0.899,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.936883522107228,0.295623773984033,0.871318216636063,0.567699052517102,1.66799923961953,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.447623348314299,0.180755858319257,0.442497753617402,0.137214675069999,0.853304624743787,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.940245145370173,0.0595487240880925,0.94142976524478,0.820865162873255,1.06382414428077,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.770021966352925,0.0620693372591377,0.766063990925588,0.653579684795382,0.899345931645406,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,8.86321983913544,82.5901051772156,1.71942279745435,0.0871730766664595,40.3178252102425,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,14.3542393859428,132.70214995235,2.44547600082793,0.0877287046313676,55.4920797284143,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.214844720089898,0.167215621085178,-0.223813134289138,-0.522127235729921,0.133930165327308,0.833,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.56119886348412,0.152883216990283,3.56671107172322,3.24443787617858,3.86366465410509,0.937,FALSE
