"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1352.75345769755,16.0428097183976,11.4807740426742,0,-1341.27
"catch",1649,-3187.92118010282,46.8953489487143,9.90383884110838,0,-3178.02
