"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.32387680261659,0.0305375099905228,1.32342030653864,1.26402306772286,1.38426847683507,0.927,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0895727902011393,0.419493580048587,0.108424692478247,-0.713704530201035,0.82244366567457,0.062,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.214288287491416,0.430817059018894,-0.267707547488618,-0.883144153980275,0.696180275661451,0.037,TRUE
"B1","normal(0, 1.0)",0,1,0.704350048694276,0.171102862861927,0.705438636104576,0.371787812908179,1.04645887840511,0.829,FALSE
"B2","normal(0, 1.0)",0,1,-0.0893855010503993,0.52535715558232,-0.112572258135552,-1.06451472913129,1.00844356380808,0.475,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.05538454975819,0.170264765629895,3.05177243731185,2.72145293880563,3.42341614713307,0.915,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.327105286174752,0.0993666732006195,0.325094373337467,0.138801624108415,0.535889402130034,0.95,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.19450878017258,0.165099478596174,0.15789612670117,0.00664583662394896,0.611373383191869,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.148445792734949,0.106040307443258,0.124215900819969,0.0207704601881806,0.415757979824856,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.512997899276555,0.0619493289671487,0.507940032120533,0.404383536651079,0.645063077778533,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.775669481602092,0.0380081693837251,0.774701578430743,0.70367278079464,0.851469623618315,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,11.5408459391528,107.590731385557,2.03449313869376,0.0740117663310373,51.4471929021731,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,8.99391162322202,85.5535930828612,2.01268716287731,0.0873774957366493,51.3276937258835,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.171069281208535,0.0821347380966752,-0.171862919169535,-0.327235620164419,-0.010588303907133,0.918,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.53991564894113,2.45223820369478,4.04515003167711,1.48618516227175,10.4412043419668,-0.015,TRUE
