"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.752411575562701,0.983922829581994,0.500759646302251,0.223398378218195,311,311
"catch",0.737782640408461,0.982494529540481,0.499202224653538,0.271678985943511,2742,2742
