"event_date","median","lo95","hi95"
2024-09-16,163,104,255.025
2024-09-17,163,103,257
2024-09-18,164,102.975,257
2024-09-19,164,104,258
2024-09-20,344,216,536
2024-09-21,345,214,537
2024-09-22,345,217,538
2024-09-23,163,103,255
2024-09-24,163,103.975,255
2024-09-25,163,105,255
2024-09-26,163.5,103.975,257
2024-09-27,345,218,533.05
2024-09-28,344,215.975,536
2024-09-29,345,217,536.025
2024-09-30,163,104,254.025
2024-10-01,118,81,166
2024-10-02,118,80.975,164
2024-10-03,118,82,163
2024-10-04,249,174,345
2024-10-05,249,174.975,345
2024-10-06,249,174,342
2024-10-07,118,82,163
2024-10-08,119,81,164.025
2024-10-09,118,82,164
2024-10-10,119,82,164
2024-10-11,250,174.975,344
2024-10-12,249,174,344
2024-10-13,249,174,342.025
2024-10-14,118,81,164
2024-10-15,119,81,165
2024-10-16,118,81,164
2024-10-17,118,82,163
2024-10-18,249,173,346
2024-10-19,249,175,343
2024-10-20,249,173,345
2024-10-21,118,82,165
2024-10-22,118,81,163
2024-10-23,118,82,165
2024-10-24,118,82,163.025
2024-10-25,249,172,347
2024-10-26,249,173.975,343
2024-10-27,250,174,345
2024-10-28,118,81.975,164.025
2024-10-29,119,81,165
2024-10-30,118,82,164
2024-10-31,119,82,165
2024-11-01,235,167,336.025
2024-11-02,236,167,335.025
2024-11-03,236,167,340
2024-11-04,113,77,162
2024-11-05,112,77,163
2024-11-06,112,76,161
2024-11-07,112,76.975,163
2024-11-08,236,166,339
2024-11-09,236,167,337
2024-11-10,236,167,337
2024-11-11,112,77,163
2024-11-12,112,76,165
2024-11-13,112,77,163
2024-11-14,112,76,163
2024-11-15,237,167,340.025
2024-11-16,236,165,339
2024-11-17,236,167,338
2024-11-18,112,77,163
2024-11-19,112,76,162
2024-11-20,113,77,163
2024-11-21,112,76.975,162
2024-11-22,237,168,339
2024-11-23,236,166,339.025
2024-11-24,236,169,338
2024-11-25,112,76.975,162
2024-11-26,112,77,163
2024-11-27,112,76,164
2024-11-28,113,76,163
2024-11-29,236,168,339
2024-11-30,237,166,340.025
2024-12-01,189,130,266.025
2024-12-02,90,59,130
2024-12-03,90,59,130
2024-12-04,90,59,130
2024-12-05,89,59,129
2024-12-06,188,128,267
2024-12-07,189,128.975,264
2024-12-08,188,130,264
2024-12-09,90,59,130
2024-12-10,90,59,132
2024-12-11,90,59,131
2024-12-12,90,58,132
2024-12-13,189,128,267
2024-12-14,189,129.975,267
2024-12-15,189,128.975,264
2024-12-16,90,59,129.025
2024-12-17,90,59,130
2024-12-18,90,57,128
2024-12-19,90,58,131
2024-12-20,189,129,265
2024-12-21,189,129,267
2024-12-22,189,129,266
2024-12-23,90,58,129
2024-12-24,90,59,129
2024-12-25,90,59,129
2024-12-26,90,59,130
2024-12-27,189,129,266
2024-12-28,189,129.975,265
2024-12-29,189,129,266
2024-12-30,90,60,130
2024-12-31,189,131,264
2025-01-01,128,85,187
2025-01-02,61,38,91
2025-01-03,128,85,185
2025-01-04,128,85.975,186
2025-01-05,128,84,188
2025-01-06,60.5,37,93
2025-01-07,60,39,93
2025-01-08,61,38,92
2025-01-09,60,38,91
2025-01-10,128,84.975,186
2025-01-11,128,85,187
2025-01-12,127,84,185
2025-01-13,61,39,92
2025-01-14,60,38,92
2025-01-15,61,38,91
2025-01-16,60,38,91
2025-01-17,127,84,185
2025-01-18,128,84,187
2025-01-19,128,85,185.025
2025-01-20,60,38,93
2025-01-21,61,38,93
2025-01-22,61,38.975,93
2025-01-23,61,38,92
2025-01-24,127,84,185
2025-01-25,128,84,185
2025-01-26,128,84,187
2025-01-27,61,38,92
2025-01-28,61,38,92
2025-01-29,60,38.975,91
2025-01-30,61,38,93
2025-01-31,128,87,187
2025-02-01,73,41,126.025
2025-02-02,73,41,127
2025-02-03,35,18,62
2025-02-04,35,18,61.0250000000001
2025-02-05,35,18,62
2025-02-06,35,18,61
2025-02-07,74,41,125
2025-02-08,73,42,122
