"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,241,0.878539584895164,8.686,10,472.4615,0.0102291400513163,0.843649592483982,FALSE
2,2000,165,0.906471861167878,8.72,10,482.522,0.00698357708170826,0.838276571365801,FALSE
3,2000,123,0.944619237780653,9.842,10,983.529,0.0049441347527709,0.876146581955894,FALSE
4,2000,69,0.980673934966085,10.9185,11,2002.4345,0.00230469696760512,0.947206083580038,FALSE
