"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"gear",1,1,"2024-12-01",76,-5.1013,0.2153,0.155,-5.1478
"gear",2,3,"2024-12-03",27,-3.7849,0.089,0.137,-3.7929
"gear",3,4,"2024-12-04",30,-3.9685,0.1292,0.132,-3.9852
"gear",4,5,"2024-12-05",20,-3.4581,0.0576,0.011,-3.4614
"gear",5,6,"2024-12-06",25,-4.1503,0.174,0.07,-4.1806
"gear",6,7,"2024-12-07",31,-4.0935,0.1311,0.081,-4.1107
"gear",7,10,"2024-12-10",23,-3.5773,0.0511,0.159,-3.5799
"gear",8,11,"2024-12-11",20,-3.4581,0.0576,0.011,-3.4614
"gear",9,12,"2024-12-12",39,-4.6174,0.2619,0.18,-4.6861
"gear",10,13,"2024-12-13",22,-4.2185,0.1973,0.124,-4.2574
"gear",11,14,"2024-12-14",37,-4.1128,0.0924,0.005,-4.1214
"gear",12,15,"2024-12-15",33,-4.0928,0.1177,0.081,-4.1067
"gear",13,18,"2024-12-18",32,-4.1014,0.1577,0.154,-4.1263
"gear",14,20,"2024-12-20",22,-4.2185,0.1973,0.124,-4.2574
"gear",15,21,"2024-12-21",20,-4.2833,0.2138,0.139,-4.329
"gear",16,22,"2024-12-22",19,-4.3227,0.2223,0.133,-4.3721
"gear",17,23,"2024-12-23",29,-3.905,0.1154,0.123,-3.9184
"gear",18,24,"2024-12-24",31,-4.0339,0.1433,0.145,-4.0545
"gear",19,26,"2024-12-26",33,-4.1705,0.1722,0.152,-4.2003
"gear",20,27,"2024-12-27",50,-4.3203,0.0551,0.134,-4.3233
"gear",21,28,"2024-12-28",58,-4.5221,0.0919,0.122,-4.5306
"gear",22,31,"2024-12-31",96,-5.1606,0.2765,0.152,-5.2393
"gear",23,32,"2025-01-01",55,-4.5289,0.1697,0.105,-4.5579
"gear",24,33,"2025-01-02",28,-3.8295,0.0947,0.098,-3.8385
"gear",25,34,"2025-01-03",55,-4.433,0.0684,0.078,-4.4376
"gear",26,35,"2025-01-04",39,-4.144,0.0869,0.104,-4.1516
"gear",27,38,"2025-01-07",19,-3.4359,0.0714,0.222,-3.441
"gear",28,39,"2025-01-08",29,-3.8882,0.1077,0.08,-3.8998
"gear",29,40,"2025-01-09",35,-4.2818,0.1923,0.073,-4.3189
"gear",30,41,"2025-01-10",34,-4.1138,0.1179,0.083,-4.1277
"gear",31,42,"2025-01-11",149,-8.0659,0.7677,0.188,-8.6602
"gear",32,45,"2025-01-14",50,-5.4674,0.4199,0.15,-5.6437
"gear",33,47,"2025-01-16",16,-3.3839,0.1084,0.23,-3.3957
"gear",34,48,"2025-01-17",47,-4.2589,0.0532,0.206,-4.2617
"gear",35,49,"2025-01-18",62,-4.6207,0.1085,0.023,-4.6325
"gear",36,52,"2025-01-21",16,-3.3839,0.1084,0.23,-3.3957
"gear",37,53,"2025-01-22",8,-3.6567,0.2326,0.121,-3.7109
"gear",38,54,"2025-01-23",16,-3.3839,0.1084,0.23,-3.3957
"gear",39,55,"2025-01-24",9,-5.1876,0.3411,0.017,-5.3041
"gear",40,56,"2025-01-25",68,-4.8019,0.1485,0.035,-4.824
"gear",41,60,"2025-01-29",32,-4.0769,0.1491,0.073,-4.0991
"gear",42,61,"2025-01-30",24,-3.6205,0.0535,0.125,-3.6234
