"fit","divergences","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","max_gear_rhat","min_gear_neff","max_r_C_rhat","max_sigma_C_rhat","pass_convergence","method_selected","ar_resolution","divergence_fraction","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact"
"shore_ring_net_only_Dungeness_Kept",598,0,1.0005,1.0007,7207,7462,1.0005,7207,0.9999,1.0007,FALSE,"PE (convergence fail)","biweekly",0.0747,0.0044,0.0077,0.0071,0.0087,TRUE,TRUE,FALSE,TRUE
"shore_all_gear_Dungeness_Kept",213,0,1.0002,0.9999,8440,9313,1.0002,8440,0.9996,1.0023,TRUE,"BSS","monthly",0.0266,3e-04,0.0014,2e-04,0.0021,TRUE,TRUE,TRUE,TRUE
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"PE (insufficient data)",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"private_boat_all_gear_Dungeness_Kept",83,0,1.0026,1.0005,2937,3999,1.0026,2937,0.9996,1.0018,TRUE,"BSS","monthly",0.0208,0.0027,0.0044,0.0115,0.0177,TRUE,TRUE,TRUE,TRUE
