"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,86,0.920219734415909,8.915,9,499.677,0.00762739251506148,1.02074221175259,FALSE
2,2000,58,0.952764550773747,9.9425,10,1008.1995,0.00514385207290085,0.942465979701121,FALSE
3,2000,56,0.953312989063081,9.9385,10,1006.946,0.00482408363377469,0.977106770420325,FALSE
4,2000,13,0.983605761191365,10.4755,11,1621.7715,0.00299836443113297,0.986921368946422,FALSE
