"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_E",1.23479507573902,1.97140501066273,1.34387770537558,0.0416549002662358,0.0145013735593231
"sigma_r_E",0.930621937124461,0.954714864348918,0.471436680094718,0.0416549002662358,0.0145013735593231
"r_E",1.15465815850428,1.09711620872877,-0.385331411254982,0.0416549002662358,0.0145013735593231
"r_C",0.808880254694528,0.836572055699544,0.242767728768756,0.0416549002662358,0.0145013735593231
"R_G",1.29748554173455,1.14698131047626,-0.239434407277698,0.0416549002662358,0.0145013735593231
"sigma_r_C",1.11187990918916,1.09332259428333,-0.234412854289729,0.0416549002662358,0.0145013735593231
"sigma_IE",0.139323371560095,0.0793948873139216,-0.22541724213437,0.0416549002662358,0.0145013735593231
"sigma_mu_C",1.18193398319173,1.18362651179651,-0.154907702246634,0.0416549002662358,0.0145013735593231
"sigma_eps_C",0.392591076744479,0.335892966030277,-0.146141432046015,0.0416549002662358,0.0145013735593231
"phi_E",0.707014683692066,0.728874301612285,0.109330216492458,0.0416549002662358,0.0145013735593231
"sigma_eps_E",1.01577511332725,0.95190993766411,-0.0723982835775999,0.0416549002662358,0.0145013735593231
"phi_C",0.374129366489622,0.273357370478924,-0.0291661197339224,0.0416549002662358,0.0145013735593231
