"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.1378595572604,0.725659578739688,3.1132305030212,5.66013170282543,4768,0.9999
"mu_mu_C[1]",-0.683308714609885,-3.22305089825596,-0.686710148570042,1.84622581654459,5155,1.0005
"sigma_eps_E",0.37742667182961,0.207635463455129,0.355384406049181,0.680495729824773,2975,1
"sigma_eps_C",0.35586320211854,0.199350465665305,0.335336764877505,0.624932314023008,2753,1.0023
"phi_E",0.437372450023129,-0.194405628597883,0.470996390504033,0.881029210176919,3321,1.0008
"phi_C",0.101520238780508,-0.655320265469749,0.111694906287706,0.786995335988614,2975,1.0017
"sigma_r_E",0.554823988440384,0.508714480925946,0.553899099602297,0.605501864397753,11107,0.9997
"sigma_r_C",1.15756933746279,1.09452992479188,1.15732097939595,1.22270412959049,14629,0.9996
"r_E",3.26773158186945,2.72752682528492,3.25940765855233,3.86413063154629,11256,0.9998
"r_C",0.748121908025458,0.668893910415043,0.746607499879226,0.834727497805855,14516,0.9996
"sigma_mu_E",1.76156271238072,0.0504249594443778,1.1254701496623,7.54296230301902,5120,1.0007
"sigma_mu_C",1.75691109826246,0.047894617082641,1.13464191451422,7.45489710905846,4651,1.0007
"sigma_IE",0.630508694238855,0.334471574651617,0.602866093411648,1.08345161635272,9338,0.9997
"R_G",1.28078744102963,1.24448310225345,1.28108206275175,1.31711800010288,13753,0.9996
"B1",0.765428418405954,0.630309454005824,0.764460640733597,0.90173123586311,11981,1.0001
"B2",0.399129875638217,0.0183428340180779,0.396630940484989,0.798575209485197,13538,0.9998
"B1_C",-0.61307954278503,-0.750606074348433,-0.612161360562288,-0.472721740132754,13883,0.9996
