"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.05975901875119,0.347975953820854,3.05927139655258,5.57800596808985,1287,1.0045
"mu_mu_C[1]",-0.451433297576193,-2.99808300897182,-0.371277296807428,1.90427165392572,4635,1.0003
"sigma_eps_E",0.252128616406986,0.0129155930725039,0.203062448655503,0.800043385390671,2277,1.0009
"sigma_eps_C",0.152693464735781,0.0132832541767719,0.127473534841507,0.432907586307156,2785,1.0007
"phi_E",0.0895144076771769,-0.714128393225175,0.103966634696704,0.819975994323217,6526,0.9998
"phi_C",0.0112467742157227,-0.791493381883437,0.0103197122472501,0.819310850029701,4546,1.0017
"sigma_r_E",0.561848141864545,0.445158456797248,0.557523283022015,0.702641828763453,6671,1.001
"sigma_r_C",0.857522261030499,0.782409901167986,0.85716733654773,0.933845432248829,10234,0.9999
"r_E",3.29896731747034,2.02549885826228,3.21716979842868,5.04627303981508,6935,1.0007
"r_C",1.36826928352133,1.14670050114233,1.36103337047831,1.63354583485649,10177,0.9999
"sigma_mu_E",1.72661081901485,0.0434801190204138,1.14569967523026,6.88285302708896,4703,1.0028
"sigma_mu_C",1.74866469469139,0.0505496671202696,1.13689970260077,7.35427217406134,2846,1.001
"sigma_IE",0.149219717110125,0.0102808595528337,0.11156521405627,0.499265036154128,3739,1.0011
"R_G",1.32658107479784,1.26817683493875,1.32569350573775,1.38597605690079,10751,0.9999
"B1",0.502512809795963,0.201807718630615,0.499628777941499,0.811296022017897,7719,1.0002
"B2",0.0532561180584205,-0.934095881280229,0.0352471585121554,1.18318730759637,7698,0.9997
"B1_C",-0.334218224888499,-0.512363610724213,-0.334885270400408,-0.153675591374254,7569,1.0004
