"fit","data_type","n_obs","n_obs_dropped","n_draws_used","rE_median","R_median","mean_mu","share_poisson","share_nb_overdisp","share_latent","pred_vmr_mean","nb_vmr_mean","ppc_coverage_50","ppc_pit_sd","lever"
"private_boat_all_gear_Dungeness_Kept","trailer",195,0,2000,1.1632879738532,0.281919346964206,12.613,0.0334,0.9016,0.065,13.514,12.705,0.6923,0.2679,"observation NB over-dispersion dominates: lever is r_E / sigma_r_E prior (T1.5 5a; pair with T1.3)"
