"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.223), 0.300)",1.2795827739976,0.392676171162512,1.28407947984413,0.392747518913363,1.22592154864609,0.67473647161534,2.20011891980427,0,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.678511243981123,0.184321273108531,0.709956744800959,0.240980992324119,0.941778898365114,0.588,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.126549390464812,0.391109324080171,-0.166460646619086,-0.775181453890495,0.70730761776492,0.125,TRUE
"B1","normal(0, 1.0)",0,1,0.262520269524671,0.161312375989223,0.262682511593088,-0.0523515849712332,0.579448846551002,0.839,FALSE
"B2","normal(0, 1.0)",0,1,0.535168589738274,0.38764345786836,0.51906331392633,-0.191691246744261,1.33232494520933,0.612,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.67483298132011,1.20938391087325,2.72363871744123,0.109645323060224,5.02083375661712,0.395,TRUE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.636046896732028,1.09866970115052,0.863492873290689,-2.23643485895109,2.42917468568796,0.451,TRUE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,1.02191499673187,0.306373869150776,0.966665179104676,0.590322704651362,1.78167096804807,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.421487928613359,0.189842854852963,0.400892133778774,0.0962797008406416,0.875841452161925,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.929817816915225,0.062000958433534,0.927976138972883,0.813725699247418,1.05782472114142,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.773286600014709,0.0642070683201925,0.771238444115192,0.655725654588312,0.906206841163405,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.24865600119602,1.77318266300067,0.726863567507232,0.0321851238038165,5.74319515461759,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.30866590189739,1.81719582223239,0.762728776974827,0.0334528913852316,6.00630063971977,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.00954894406563463,0.157608828928882,-0.0106053882211324,-0.317460925559542,0.301893676830047,0.842,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.55267645880733,0.162630306547353,3.55126249153386,3.24246485176756,3.87221332652469,0.933,FALSE
