"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.5153125,0.261315121703438,52,52
"catch",0.577352472089314,0.987240829346092,0.507198963317384,0.295864874475839,627,627
