"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,30.892,0.5643,TRUE,TRUE
"gear",3,"2024-09-18",29,30.892,0.5427,TRUE,TRUE
"gear",4,"2024-09-19",55,30.892,0.8925,FALSE,TRUE
"gear",5,"2024-09-20",29,49.45,0.2727,TRUE,TRUE
"gear",6,"2024-09-21",48,49.45,0.5636,TRUE,TRUE
"gear",9,"2024-09-24",50,30.892,0.855,FALSE,TRUE
"gear",10,"2024-09-25",13,30.892,0.1559,FALSE,TRUE
"gear",12,"2024-09-27",34,49.45,0.353,TRUE,TRUE
"gear",13,"2024-09-28",79,49.45,0.8522,FALSE,TRUE
"gear",16,"2024-10-01",30,30.292,0.5775,TRUE,TRUE
"gear",18,"2024-10-03",45,30.292,0.8159,FALSE,TRUE
"gear",19,"2024-10-04",29,48.439,0.2816,TRUE,TRUE
"gear",20,"2024-10-05",72,48.439,0.8191,FALSE,TRUE
"gear",23,"2024-10-08",30,30.292,0.5775,TRUE,TRUE
"gear",24,"2024-10-09",29,30.292,0.5559,TRUE,TRUE
"gear",26,"2024-10-11",14,48.439,0.0699,FALSE,TRUE
"gear",27,"2024-10-12",62,48.439,0.738,TRUE,TRUE
"gear",28,"2024-10-13",64,48.439,0.7564,FALSE,TRUE
"gear",30,"2024-10-15",27,27.687,0.5655,TRUE,TRUE
"gear",31,"2024-10-16",37,27.687,0.7598,FALSE,TRUE
"gear",32,"2024-10-17",43,27.687,0.8371,FALSE,TRUE
"gear",33,"2024-10-18",39,44.424,0.4988,TRUE,TRUE
"gear",34,"2024-10-19",62,44.424,0.7864,FALSE,TRUE
"gear",36,"2024-10-21",29,27.687,0.6113,TRUE,TRUE
"gear",37,"2024-10-22",25,27.687,0.5163,TRUE,TRUE
"gear",38,"2024-10-23",35,27.687,0.7279,TRUE,TRUE
"gear",39,"2024-10-24",24,27.687,0.4907,TRUE,TRUE
"gear",40,"2024-10-25",10,44.424,0.0419,FALSE,TRUE
"gear",41,"2024-10-26",36,44.424,0.4485,TRUE,TRUE
"gear",42,"2024-10-27",18,44.424,0.1382,FALSE,TRUE
"gear",45,"2024-10-30",18,25.273,0.3836,TRUE,TRUE
"gear",46,"2024-10-31",12,25.273,0.2011,FALSE,TRUE
"gear",47,"2024-11-01",33,40.385,0.4583,TRUE,TRUE
"gear",48,"2024-11-02",79,40.385,0.9229,FALSE,TRUE
"gear",51,"2024-11-05",8,25.273,0.0963,FALSE,TRUE
"gear",52,"2024-11-06",17,25.273,0.353,TRUE,TRUE
"gear",53,"2024-11-07",25,25.273,0.5798,TRUE,TRUE
"gear",54,"2024-11-08",36,40.385,0.5126,TRUE,TRUE
"gear",55,"2024-11-09",22,40.385,0.2449,FALSE,TRUE
"gear",59,"2024-11-13",25,24.57,0.5985,TRUE,TRUE
"gear",60,"2024-11-14",43,24.57,0.8828,FALSE,TRUE
"gear",61,"2024-11-15",46,39.317,0.6856,TRUE,TRUE
"gear",62,"2024-11-16",57,39.317,0.8049,FALSE,TRUE
"gear",65,"2024-11-19",13,24.57,0.2428,FALSE,TRUE
"gear",66,"2024-11-20",0,24.57,8e-04,FALSE,FALSE
"gear",67,"2024-11-21",15,24.57,0.3058,TRUE,TRUE
"gear",68,"2024-11-22",6,39.317,0.0201,FALSE,FALSE
"gear",69,"2024-11-23",23,39.317,0.2791,TRUE,TRUE
"gear",72,"2024-11-26",26,34.279,0.429,TRUE,TRUE
"gear",73,"2024-11-27",33,34.279,0.572,TRUE,TRUE
"gear",75,"2024-11-29",51,64.153,0.5262,TRUE,TRUE
"gear",76,"2024-11-30",123,54.739,0.951,FALSE,TRUE
"catch",2,"2024-09-17",3,5.588,0.3656,TRUE,TRUE
"catch",2,"2024-09-17",27,15.367,0.8457,FALSE,TRUE
"catch",2,"2024-09-17",0,2.794,0.0975,FALSE,TRUE
"catch",2,"2024-09-17",1,2.794,0.2964,TRUE,TRUE
"catch",3,"2024-09-18",0,2.794,0.0975,FALSE,TRUE
"catch",3,"2024-09-18",3,2.794,0.631,TRUE,TRUE
"catch",3,"2024-09-18",0,2.794,0.0975,FALSE,TRUE
"catch",3,"2024-09-18",12,5.588,0.8957,FALSE,TRUE
"catch",4,"2024-09-19",0,2.794,0.0975,FALSE,TRUE
"catch",4,"2024-09-19",5,2.794,0.8229,FALSE,TRUE
"catch",4,"2024-09-19",0,2.794,0.0975,FALSE,TRUE
"catch",5,"2024-09-20",11,11.417,0.5872,TRUE,TRUE
"catch",5,"2024-09-20",2,2.283,0.5551,TRUE,TRUE
"catch",5,"2024-09-20",1,2.283,0.3526,TRUE,TRUE
"catch",5,"2024-09-20",6,3.425,0.8214,FALSE,TRUE
"catch",5,"2024-09-20",0,3.425,0.0781,FALSE,TRUE
"catch",5,"2024-09-20",6,3.425,0.8214,FALSE,TRUE
"catch",5,"2024-09-20",0,2.283,0.1191,FALSE,TRUE
"catch",6,"2024-09-21",11,3.425,0.9665,FALSE,TRUE
"catch",6,"2024-09-21",2,2.283,0.5551,TRUE,TRUE
"catch",6,"2024-09-21",6,5.709,0.6253,TRUE,TRUE
"catch",6,"2024-09-21",3,2.283,0.7052,TRUE,TRUE
"catch",6,"2024-09-21",0,1.142,0.21,FALSE,TRUE
"catch",6,"2024-09-21",1,2.283,0.3526,TRUE,TRUE
"catch",6,"2024-09-21",1,1.142,0.5618,TRUE,TRUE
"catch",6,"2024-09-21",0,1.142,0.21,FALSE,TRUE
"catch",6,"2024-09-21",3,4.567,0.4393,TRUE,TRUE
"catch",6,"2024-09-21",4,4.567,0.5492,TRUE,TRUE
"catch",6,"2024-09-21",3,4.567,0.4393,TRUE,TRUE
"catch",6,"2024-09-21",0,1.142,0.21,FALSE,TRUE
"catch",6,"2024-09-21",5,3.425,0.7545,FALSE,TRUE
"catch",6,"2024-09-21",0,2.283,0.1191,FALSE,TRUE
"catch",6,"2024-09-21",0,4.567,0.0558,FALSE,TRUE
"catch",6,"2024-09-21",4,4.567,0.5492,TRUE,TRUE
"catch",6,"2024-09-21",6,3.425,0.8214,FALSE,TRUE
"catch",6,"2024-09-21",4,3.425,0.6659,TRUE,TRUE
"catch",6,"2024-09-21",0,4.567,0.0558,FALSE,TRUE
"catch",6,"2024-09-21",2,4.567,0.3137,TRUE,TRUE
"catch",6,"2024-09-21",4,2.283,0.8091,FALSE,TRUE
"catch",6,"2024-09-21",6,2.283,0.9232,FALSE,TRUE
"catch",9,"2024-09-24",7,25.147,0.1567,FALSE,TRUE
"catch",9,"2024-09-24",0,1.397,0.1819,FALSE,TRUE
"catch",9,"2024-09-24",0,1.397,0.1819,FALSE,TRUE
"catch",9,"2024-09-24",3,5.588,0.3656,TRUE,TRUE
"catch",9,"2024-09-24",6,8.382,0.461,TRUE,TRUE
"catch",9,"2024-09-24",9,8.382,0.6363,TRUE,TRUE
"catch",9,"2024-09-24",5,2.794,0.8229,FALSE,TRUE
"catch",9,"2024-09-24",0,1.397,0.1819,FALSE,TRUE
"catch",9,"2024-09-24",6,1.397,0.9803,FALSE,FALSE
