"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1393.32869417116,16.6115786141131,11.1479632668971,0,-1382.18
"catch",1649,-3190.03219707586,46.8687761626567,9.79801946691296,0,-3180.23
