"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.71687824601319,0.822484312315031,2.73285514432627,4.54620092590048,1377,1.0013
"mu_mu_C[1]",1.04902265911316,0.553351222782185,1.06478792551675,1.4491999452964,1082,1
"sigma_eps_E",0.967290486109935,0.549562379039714,0.911060327952013,1.70208294623829,1186,1.0024
"sigma_eps_C",0.435426805736693,0.117385138046187,0.40822949295037,0.887616383078364,1047,1.0046
"phi_E",0.724610172705139,0.341215361978541,0.75159357102422,0.947968605310637,1385,0.9996
"phi_C",-0.124567141978662,-0.78103673479431,-0.157345727111362,0.695637245999558,1490,1.0001
"sigma_r_E",0.946767583749775,0.831234543422275,0.944065338573528,1.07090913737483,6154,0.9999
"sigma_r_C",0.770887484007989,0.655407276367103,0.768485372450135,0.901368088710409,4542,1
"r_E",1.13020619472464,0.871956421378306,1.12200784792303,1.44728096853853,6138,0.9999
"r_C",1.71753563875595,1.23082313834844,1.69328004249963,2.32797067535463,4286,1.0002
"sigma_mu_E",12.7296360091642,0.0698252259557176,1.98834214328069,52.2846103075236,3263,0.9999
"sigma_mu_C",9.71619574688709,0.0754712654482437,2.03262090736557,54.448180756303,3183,1.0005
"sigma_IE",0.201494327818495,0.00679774013972369,0.146880694081035,0.746295082776369,6143,0.9995
"R_G",1.36186854582826,0.732988415211357,1.30455732062337,2.27923137849449,5478,1.0001
"R_G_boat",3.5519964105637,3.24557167283102,3.55406474664052,3.87474487805566,7359,0.9999
"B1",0.352906610177017,0.139049813111214,0.35332728902969,0.568512290692866,5457,0.9998
"B2",0.592725880266931,0.0618950075194073,0.584933422377585,1.1517131205788,5026,0.9995
"B1_C",-0.0262682377305545,-0.331233505999363,-0.0273884515585985,0.277833134157852,5864,0.9997
