"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.36186854582826,0.404933726415761,1.30455732062337,0.732988415211357,2.27923137849449,0.03,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.724610172705139,0.159985308885583,0.75159357102422,0.341215361978541,0.947968605310637,0.642,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.124567141978662,0.390061084473831,-0.157345727111362,-0.78103673479431,0.695637245999558,0.128,TRUE
"B1","normal(0, 1.0)",0,1,0.352906610177017,0.110640156902599,0.35332728902969,0.139049813111214,0.568512290692866,0.889,FALSE
"B2","normal(0, 1.0)",0,1,0.592725880266931,0.280414893966959,0.584933422377585,0.0618950075194073,1.1517131205788,0.72,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.71687824601319,0.903591235529903,2.73285514432627,0.822484312315031,4.54620092590048,0.548,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,1.04902265911316,0.231836719391924,1.06478792551675,0.553351222782185,1.4491999452964,0.884,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.967290486109935,0.307186528317816,0.911060327952013,0.549562379039714,1.70208294623829,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.435426805736693,0.19397130179707,0.40822949295037,0.117385138046187,0.887616383078364,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.946767583749775,0.0623373552351797,0.944065338573528,0.831234543422275,1.07090913737483,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.770887484007989,0.0637437886077216,0.768485372450135,0.655407276367103,0.901368088710409,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,12.7296360091642,139.02803976787,1.98834214328069,0.0698252259557176,52.2846103075236,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,9.71619574688709,83.966005647838,2.03262090736557,0.0754712654482437,54.448180756303,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.0262682377305545,0.155071483644094,-0.0273884515585985,-0.331233505999363,0.277833134157852,0.845,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.5519964105637,0.162322003088661,3.55406474664052,3.24557167283102,3.87474487805566,0.933,FALSE
