"stage","plan_item","model","run_tag","ok","minutes","outdir","port_BSS_catch","port_BSS_lo95","port_BSS_hi95","port_BSS_effort","port_PE_catch","shore_ag_BSS","shore_pc_BSS","boat_ag_BSS","boat_pc_BSS","shore_ag_method","boat_ag_method","boat_pc_method","boat_pc_ar","shore_ag_sigma_IE","shore_ag_B1","shore_ag_neff","shore_ag_div","shore_ag_min_chain_div","shore_ag_max_chain_div","boat_tau_bar","boat_L_med","boat_kappa_OSP","kappa_OSP_decoupled","boat_r_OSP","pit_trailer","pit_osp","fits_passed","ar_resolutions","empty_effort_note"
"B","1.2","pooled","IP-B-reseed",TRUE,280.2,"pooled-CPUE-IP-B-reseed",67106,49999,93514,39213,44810,20765,6252,27536,NA,"BSS","BSS","PE (insufficient data)",NA,0.237955007069451,0.505160579382659,5221,488,16,350,NA,1.19991615815804,2.98881511219132,TRUE,1.57947410847974,0.419474358974359,0.586788461538462,"3","biweekly, daily, monthly","shore_ring_net_only 0/76; shore_all_gear 47/289; private_boat_ring_net_only 4/76; private_boat_all_gear 48/289"
"C","3.1","pooled","IP-C-boatpc-ar",TRUE,254.6,"pooled-CPUE-IP-C-boatpc-ar",68853,51200,97529,40456,45112,20898,6331,28893,735,"BSS","BSS","BSS","biweekly",0.271674967195237,0.907226473584287,6799,333,42,152,NA,1.20037195607071,3.01195799980358,TRUE,1.6833934243806,0.421884615384615,0.580336538461538,"4","biweekly, daily","shore_ring_net_only 0/76; shore_all_gear 44/289; private_boat_ring_net_only 9/76; private_boat_all_gear 47/289"
"D","2.1","pooled","IP-D-tau-off",TRUE,247.4,"pooled-CPUE-IP-D-tau-off",66094,50179,91203,40199,45112,20898,6331,25868,849,"BSS","BSS","BSS","monthly",0.271674967195237,0.907226473584287,6799,333,42,152,NA,1.20097415842569,3.00818648707559,TRUE,1.61666057045681,0.423826923076923,0.579028846153846,"4","biweekly, daily, monthly","shore_ring_net_only 0/76; shore_all_gear 44/289; private_boat_ring_net_only 9/76; private_boat_all_gear 47/289"
"E","2.1","pooled","IP-E-tau-on-pooled",TRUE,195.1,"pooled-CPUE-IP-E-tau-on-pooled",75619,54203,106691,46678,45112,24629,6122,31008,1018,"BSS","BSS","BSS","monthly",0.382905330415417,0.909792708870858,12303,408,57,149,2.59693923159001,2.59521555105059,3.01281682465897,TRUE,1.54043029557196,0.485782051282051,0.521057692307692,"4","biweekly, daily, monthly","shore_ring_net_only 0/76; shore_all_gear 44/289; private_boat_ring_net_only 9/76; private_boat_all_gear 47/289"
"E","2.1","gear_resolved","IP-E-tau-on-gear_resolved",TRUE,21.7,"gear-type-CPUE-model-IP-E-tau-on-gear_resolved",50529,42356,62742,33451,45112,19846,6133,32689,956,"BSS","PE (convergence fail)","BSS","biweekly",0.673113019989767,1.03279859778055,9901,17,1,11,2.55153596206376,NA,3.11738340794434,TRUE,1.57463745580925,0.485448717948718,0.523067307692308,NA,NA,"shore_ring_net_only 0/76; shore_all_gear 44/289; private_boat_ring_net_only 9/76; private_boat_all_gear 47/289"
"F","3.2","pooled","IP-F-escalate",TRUE,332.9,"pooled-CPUE-IP-F-escalate",78250,55676,113634,41720,45112,20898,6352,37359,1106,"BSS","BSS","BSS","daily",0.271674967195237,0.907226473584287,6799,333,42,152,NA,1.20092500844117,2.97944077866656,TRUE,10.6074090817842,0.403916666666667,0.558163461538462,"4","daily","shore_ring_net_only 0/76; shore_all_gear 44/289; private_boat_ring_net_only 9/76; private_boat_all_gear 47/289"
