"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.522247322059306,0.265605323181235,52,52
"catch",0.431528662420382,0.985668789808917,0.507706920756865,0.294745485592845,628,628
