"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-542.538982421844,22.9204180136193,17.4548725346843,0,-525.08
"catch",130,-448.43323212811,9.73170479986577,9.58411557216047,1,-438.85
