"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.512820512820513,0.979487179487179,0.489730231234325,0.266255790834741,195,195
"osp",0.553846153846154,0.992307692307692,0.504005349207066,0.272051847111882,130,130
"catch",0.561538461538462,0.961538461538462,0.51528876460827,0.2717070327936,130,130
