"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.20066240580949,0.958335497535955
2,"2024-12-02","2024-12-08",7,5,6,0.714,0.857,5,50,1,TRUE,0.943464257322575,0.88006287662441
3,"2024-12-09","2024-12-15",7,6,6,0.857,0.857,6,52,0,TRUE,0.950001244836582,0.897653606882628
4,"2024-12-16","2024-12-22",7,4,4,0.571,0.571,4,25,0,TRUE,1.01237676946486,0.955601435841131
5,"2024-12-23","2024-12-29",7,5,5,0.714,0.714,5,51,0,TRUE,0.952999146944678,0.900489753174481
6,"2024-12-30","2024-12-31",2,1,1,0.5,0.5,1,39,0,TRUE,1.19022075132535,0.938508597648862
7,"2025-01-01","2025-01-05",5,4,4,0.8,0.8,4,44,0,TRUE,0.999440946291742,0.919279615902946
8,"2025-01-06","2025-01-12",7,5,5,0.714,0.714,5,81,0,TRUE,0.915206720326546,0.900830079719129
9,"2025-01-13","2025-01-19",7,4,4,0.571,0.571,4,45,0,TRUE,0.976911669842221,0.942314904369951
10,"2025-01-20","2025-01-26",7,5,4,0.714,0.571,5,31,1,TRUE,0.991952410409202,1.01366866822753
11,"2025-01-27","2025-02-02",7,4,4,0.571,0.571,4,27,0,TRUE,0.989582771489995,1.03973516584454
12,"2025-02-03","2025-02-09",7,4,4,0.571,0.571,4,29,0,TRUE,1.05112208753165,1.04541662922353
13,"2025-02-10","2025-02-16",7,4,4,0.571,0.571,4,22,0,TRUE,1.01763347363805,1.11762145729645
14,"2025-02-17","2025-02-23",7,4,4,0.571,0.571,4,17,0,TRUE,1.00496955023357,1.13125304727097
15,"2025-02-24","2025-03-02",7,5,5,0.714,0.714,5,80,1,TRUE,0.967272993322828,0.866517397639833
16,"2025-03-03","2025-03-09",7,5,5,0.714,0.714,15,26,0,TRUE,0.846304759622908,1.04154730717302
17,"2025-03-10","2025-03-16",7,4,4,0.571,0.571,12,28,0,TRUE,0.849547170752213,1.01621887996973
18,"2025-03-17","2025-03-23",7,5,5,0.714,0.714,15,29,0,TRUE,0.837034650554167,1.02040167000117
19,"2025-03-24","2025-03-30",7,4,4,0.571,0.571,12,44,0,TRUE,0.851301277428533,0.952780534240165
20,"2025-03-31","2025-04-06",7,5,5,0.714,0.714,15,58,0,TRUE,0.832411721157273,0.923138339815255
21,"2025-04-07","2025-04-13",7,2,2,0.286,0.286,6,21,0,TRUE,0.935739808242138,1.04719865294344
22,"2025-04-14","2025-04-20",7,2,2,0.286,0.286,4,74,0,TRUE,0.970624014885352,0.869836005839808
23,"2025-04-21","2025-04-27",7,3,3,0.429,0.429,9,24,0,TRUE,0.892901377395235,1.00855479258767
24,"2025-04-28","2025-05-04",7,6,6,0.857,0.857,18,82,0,TRUE,0.822188748562408,0.872051703434662
25,"2025-05-05","2025-05-11",7,1,1,0.143,0.143,3,4,0,TRUE,1.2708412929583,1.16625471198411
26,"2025-05-12","2025-05-18",7,5,5,0.714,0.714,15,58,0,TRUE,0.817081247883125,0.897638256310783
27,"2025-05-19","2025-05-25",7,4,4,0.571,0.571,12,54,0,TRUE,0.851182663556458,0.886617374074445
28,"2025-05-26","2025-06-01",7,0,0,0,0,0,0,0,FALSE,1.32429349008454,1.32912039782649
29,"2025-06-02","2025-06-08",7,4,4,0.571,0.571,12,47,0,TRUE,0.858936832964271,0.943234613449884
30,"2025-06-09","2025-06-15",7,0,0,0,0,0,0,0,FALSE,1.34210583553712,1.31492792202946
31,"2025-06-16","2025-06-22",7,2,2,0.286,0.286,6,28,0,TRUE,0.953437440440761,0.984253242333467
32,"2025-06-23","2025-06-29",7,0,0,0,0,0,0,0,FALSE,1.36587486384409,1.31550114526637
33,"2025-06-30","2025-07-06",7,2,2,0.286,0.286,6,27,0,TRUE,0.935987238493547,1.05019980342053
34,"2025-07-07","2025-07-13",7,0,0,0,0,0,0,0,FALSE,1.35240793762998,1.31322806146074
35,"2025-07-14","2025-07-20",7,3,3,0.429,0.429,9,31,0,TRUE,0.875764322842822,0.970479920627306
36,"2025-07-21","2025-07-27",7,1,1,0.143,0.143,3,8,0,TRUE,0.993934388095268,1.13925279830337
37,"2025-07-28","2025-08-03",7,5,5,0.714,0.714,15,70,0,TRUE,0.819977274582702,0.87440591513436
38,"2025-08-04","2025-08-10",7,2,2,0.286,0.286,6,32,0,TRUE,0.917601786614803,0.939180775154257
39,"2025-08-11","2025-08-17",7,4,4,0.571,0.571,12,57,0,TRUE,0.839479525612203,0.897158951733482
40,"2025-08-18","2025-08-24",7,2,2,0.286,0.286,6,31,0,TRUE,0.889750461733602,0.960252811321433
41,"2025-08-25","2025-08-31",7,4,4,0.571,0.571,12,79,1,TRUE,0.834224994563203,0.861939254150566
42,"2025-09-01","2025-09-07",7,4,4,0.571,0.571,12,59,0,TRUE,0.838846952043636,0.867828773498307
43,"2025-09-08","2025-09-14",7,5,5,0.714,0.714,15,56,0,TRUE,0.800608589263148,0.872532454233445
44,"2025-09-15","2025-09-15",1,0,0,0,0,0,0,0,FALSE,1.46639530398585,1.41404513913795
