"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",2,"2024-09-17",30,30.921,0.5542,0.00043,0.00119,TRUE,TRUE
"gear",3,"2024-09-18",29,30.921,0.5306,0.00043,0.00119,TRUE,TRUE
"gear",4,"2024-09-19",55,30.921,0.9055,0.00043,0.00119,FALSE,TRUE
"gear",5,"2024-09-20",29,30.921,0.5306,0.00043,0.00119,TRUE,TRUE
"gear",6,"2024-09-21",48,63.002,0.3939,7e-05,0.00018,TRUE,TRUE
"gear",9,"2024-09-24",50,30.921,0.8675,0.00043,0.00119,FALSE,TRUE
"gear",10,"2024-09-25",13,30.921,0.1282,0.00043,0.00119,FALSE,TRUE
"gear",12,"2024-09-27",34,30.921,0.6413,0.00043,0.00119,TRUE,TRUE
"gear",13,"2024-09-28",79,63.002,0.7329,7e-05,0.00018,TRUE,TRUE
"gear",16,"2024-10-01",30,29.582,0.5843,0.00048,0.00133,TRUE,TRUE
"gear",18,"2024-10-03",45,29.582,0.8387,0.00048,0.00133,FALSE,TRUE
"gear",19,"2024-10-04",29,29.582,0.5606,0.00048,0.00133,TRUE,TRUE
"gear",20,"2024-10-05",72,60.128,0.7023,7e-05,2e-04,TRUE,TRUE
"gear",23,"2024-10-08",30,29.582,0.5843,0.00048,0.00133,TRUE,TRUE
"gear",24,"2024-10-09",29,29.582,0.5606,0.00048,0.00133,TRUE,TRUE
"gear",26,"2024-10-11",14,29.582,0.1637,0.00048,0.00133,FALSE,TRUE
"gear",27,"2024-10-12",62,60.128,0.599,7e-05,2e-04,TRUE,TRUE
"gear",28,"2024-10-13",64,60.128,0.6214,7e-05,2e-04,TRUE,TRUE
"gear",30,"2024-10-15",27,27.625,0.5579,0.00055,0.00153,TRUE,TRUE
"gear",31,"2024-10-16",37,27.625,0.769,0.00055,0.00153,FALSE,TRUE
"gear",32,"2024-10-17",43,27.625,0.8503,0.00055,0.00153,FALSE,TRUE
"gear",33,"2024-10-18",39,27.625,0.7995,0.00055,0.00153,FALSE,TRUE
"gear",34,"2024-10-19",62,56.381,0.6458,9e-05,0.00023,TRUE,TRUE
"gear",36,"2024-10-21",29,27.625,0.608,0.00055,0.00153,TRUE,TRUE
"gear",37,"2024-10-22",25,27.625,0.5044,0.00055,0.00153,TRUE,TRUE
"gear",38,"2024-10-23",35,27.625,0.7347,0.00055,0.00153,TRUE,TRUE
