"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-228.15585636444,6.08880858414421,6.26978541608132,0,-221.89
"catch",627,-1448.47355585804,21.7369550050081,5.89650674906446,0,-1442.58
