"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.32416918888576,0.0304829597688733,1.3242285822988,1.26435897706206,1.38644186616768,0.927,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0893228524483154,0.416775275630877,0.111092328382674,-0.726977164633889,0.804785671535494,0.068,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.234527955345403,0.433430564032251,-0.296346723038956,-0.883870925474639,0.687450226871433,0.031,TRUE
"B1","normal(0, 1.0)",0,1,0.475683850131661,0.162326025424287,0.476113606401503,0.157562449733703,0.797043196721871,0.838,FALSE
"B2","normal(0, 1.0)",0,1,0.049039404004921,0.552427933384078,0.0274069921588286,-1.00603744035263,1.20990129341462,0.448,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.06287235757329,0.221094227392785,3.05205923574777,2.66816473679156,3.53209818248566,0.889,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.375975086442012,0.103513811999446,0.374758210464892,0.175345832343118,0.58580517098528,0.948,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.254446886032135,0.19650691727703,0.21548998121702,0.0112469139396431,0.742353248315117,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.139284310530254,0.0990667209907397,0.116108783030031,0.0175967636558801,0.396801850242071,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.563409711834161,0.0674521946048298,0.558011869205081,0.44486677578442,0.71005793221882,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.772958016729919,0.0389164536302882,0.772715950087344,0.698481634106274,0.850752945930096,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,15.9214730262297,255.81502687321,1.9728750950427,0.0817441358307994,53.626345598288,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,10.1299087584383,97.3137477341888,2.00510242894993,0.0743485475833262,46.0378492016829,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.205078414615427,0.0828713361026184,-0.204637560317146,-0.367927529607473,-0.0404363770112558,0.917,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.54476822579912,2.49992253988357,3.98700253319934,1.49274078360444,10.7527386362976,-0.035,TRUE
